motif_id	cisbp_tf_id	archive_motif_id	tf_status	tf_name	source_file	alternative_count	alternatives	status
M00063_2.00	T017387_3.10	M00063_3.10	I	SRCAP	TF_Information_all_motifs.txt	4	T017388_3.10;T017389_3.10;T017390_3.10;T017391_3.10	AMBIGUOUS
M00099_2.00	T185759_3.10	M00099_3.10	I	FOXP3	TF_Information_all_motifs_plus.txt	0		OK
M00111_2.00	T209902_3.10	M00111_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209958_3.10;T209764_3.10;T209771_3.10;T209778_3.10;T209793_3.10;T209802_3.10;T209812_3.10;T209814_3.10;T209820_3.10;T209826_3.10;T209843_3.10;T209865_3.10;T209872_3.10;T209873_3.10;T209875_3.10;T209878_3.10;T209879_3.10;T209880_3.10;T209884_3.10;T209888_3.10	AMBIGUOUS
M00115_2.00	T240222_3.10	M00115_3.10	I	HSF2	TF_Information_all_motifs_plus.txt	1	T240223_3.10	AMBIGUOUS
M00121_2.00	T318246_3.10	M00121_3.10	I	RFX3	TF_Information_all_motifs_plus.txt	3	T318247_3.10;T318248_3.10;T318249_3.10	AMBIGUOUS
M00125_2.00	T328057_3.10	M00125_3.10	I	CIC	TF_Information_all_motifs.txt	19	T328080_3.10;T328054_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00166_2.00	T010821_3.10	M00166_3.10	I	TFAP2D	TF_Information.txt	4	T010820_3.10;T010822_3.10;T010823_3.10;T010824_3.10	AMBIGUOUS
M00167_2.00	T010821_3.10	M00167_3.10	I	TFAP2D	TF_Information_all_motifs.txt	4	T010820_3.10;T010822_3.10;T010823_3.10;T010824_3.10	AMBIGUOUS
M00168_2.00	T010821_3.10	M00168_3.10	I	TFAP2D	TF_Information_all_motifs.txt	4	T010820_3.10;T010822_3.10;T010823_3.10;T010824_3.10	AMBIGUOUS
M00169_2.00	T010821_3.10	M00169_3.10	I	TFAP2D	TF_Information_all_motifs.txt	4	T010820_3.10;T010822_3.10;T010823_3.10;T010824_3.10	AMBIGUOUS
M00170_2.00	T014547_3.10	M00170_3.10	I	ARID3C	TF_Information.txt	2	T014545_3.10;T014542_3.10	AMBIGUOUS
M00171_2.00	T014546_3.10	M00171_3.10	I	ARID5A	TF_Information.txt	1	T014544_3.10	AMBIGUOUS
M00172_2.00	T034291_3.10	M00172_3.10	I	ASCL1	TF_Information_all_motifs_plus.txt	1	T034332_3.10	AMBIGUOUS
M00173_2.00	T034250_3.10	M00173_3.10	I	TCF3	TF_Information_all_motifs_plus.txt	2	T034292_3.10;T034340_3.10	AMBIGUOUS
M00174_2.00	T034275_3.10	M00174_3.10	I	BHLHE41	TF_Information_all_motifs_plus.txt	1	T034286_3.10	AMBIGUOUS
M00175_2.00	T034261_3.10	M00175_3.10	I	MYF6	TF_Information_all_motifs_plus.txt	2	T034262_3.10;T034272_3.10	AMBIGUOUS
M00176_2.00	T034282_3.10	M00176_3.10	I	MAX	TF_Information_all_motifs_plus.txt	0		OK
M00177_2.00	T034282_3.10	M00177_3.10	I	MAX	TF_Information_all_motifs_plus.txt	0		OK
M00178_2.00	T059761_3.10	M00178_3.10	I	MAF	TF_Information_all_motifs_plus.txt	4	T059763_3.10;T059765_3.10;T059766_3.10;T059767_3.10	AMBIGUOUS
M00179_2.00	T059724_3.10	M00179_3.10	I	CREM	TF_Information_all_motifs_plus.txt	2	T059734_3.10;T059735_3.10	AMBIGUOUS
M00180_2.00	T059743_3.10	M00180_3.10	I	JDP2	TF_Information_all_motifs_plus.txt	1	T059750_3.10	AMBIGUOUS
M00181_2.00	T059740_3.10	M00181_3.10	I	NRL	TF_Information_all_motifs_plus.txt	5	T059761_3.10;T059763_3.10;T059765_3.10;T059766_3.10;T059767_3.10	AMBIGUOUS
M00183_2.00	T095014_3.10	M00183_3.10	I	BCL6B	TF_Information_all_motifs_plus.txt	0		OK
M00184_2.00	T094898_3.10	M00184_3.10	I	GLIS2	TF_Information_all_motifs_plus.txt	0		OK
M00185_2.00	T094865_3.10	M00185_3.10	I	PLAGL1	TF_Information.txt	0		OK
M00186_2.00	T095333_3.10	M00186_3.10	I	ZSCAN26	TF_Information_all_motifs_plus.txt	0		OK
M00187_2.00	T094954_3.10	M00187_3.10	I	OSR1	TF_Information_all_motifs_plus.txt	1	T095029_3.10	AMBIGUOUS
M00188_2.00	T094844_3.10	M00188_3.10	I	SP4	TF_Information_all_motifs_plus.txt	5	T095027_3.10;T095122_3.10;T095233_3.10;T095408_3.10;T095444_3.10	AMBIGUOUS
M00189_2.00	T094796_3.10	M00189_3.10	I	KLF6	TF_Information_all_motifs_plus.txt	7	T094828_3.10;T094840_3.10;T094848_3.10;T094864_3.10;T094867_3.10;T094904_3.10;T094932_3.10	AMBIGUOUS
M00190_2.00	T095006_3.10	M00190_3.10	I	ZBTB7B	TF_Information_all_motifs_plus.txt	0		OK
M00191_2.00	T095271_3.10	M00191_3.10	I	MTF1	TF_Information_all_motifs_plus.txt	0		OK
M00192_2.00	T094786_3.10	M00192_3.10	I	ZIC2	TF_Information_all_motifs_plus.txt	4	T094941_3.10;T094981_3.10;T094989_3.10;T095137_3.10	AMBIGUOUS
M00194_2.00	T095017_3.10	M00194_3.10	I	ZNF281	TF_Information_all_motifs_plus.txt	0		OK
M00195_2.00	T094870_3.10	M00195_3.10	I	ZNF410	TF_Information_all_motifs_plus.txt	0		OK
M00196_2.00	T095078_3.10	M00196_3.10	I	HIC2	TF_Information_all_motifs_plus.txt	0		OK
M00197_2.00	T095023_3.10	M00197_3.10	I	ZNF691	TF_Information.txt	0		OK
M00198_2.00	T094940_3.10	M00198_3.10	I	ZNF740	TF_Information_all_motifs_plus.txt	0		OK
M00199_2.00	T094954_3.10	M00199_3.10	I	OSR1	TF_Information_all_motifs_plus.txt	1	T095029_3.10	AMBIGUOUS
M00200_2.00	T095372_3.10	M00200_3.10	I	ZBTB14	TF_Information_all_motifs_plus.txt	0		OK
M00201_2.00	T095409_3.10	M00201_3.10	I	ZBTB12	TF_Information_all_motifs_plus.txt	0		OK
M00203_2.00	T095085_3.10	M00203_3.10	I	ZNF35	TF_Information_all_motifs_plus.txt	0		OK
M00205_2.00	T094786_3.10	M00205_3.10	I	ZIC2	TF_Information_all_motifs_plus.txt	3	T094981_3.10;T094989_3.10;T095137_3.10	AMBIGUOUS
M00206_2.00	T094786_3.10	M00206_3.10	I	ZIC2	TF_Information_all_motifs_plus.txt	4	T094941_3.10;T094981_3.10;T094989_3.10;T095137_3.10	AMBIGUOUS
M00207_2.00	T095235_3.10	M00207_3.10	I	ZBTB3	TF_Information.txt	0		OK
M00208_2.00	T172615_3.10	M00208_3.10	I	E2F2	TF_Information_all_motifs_plus.txt	5	T172616_3.10;T172617_3.10;T172620_3.10;T172622_3.10;T172625_3.10	AMBIGUOUS
M00209_2.00	T172615_3.10	M00209_3.10	I	E2F2	TF_Information_all_motifs_plus.txt	5	T172616_3.10;T172617_3.10;T172620_3.10;T172622_3.10;T172625_3.10	AMBIGUOUS
M00210_2.00	T176113_3.10	M00210_3.10	I	SPI1	TF_Information_all_motifs_plus.txt	3	T176125_3.10;T176134_3.10;T176138_3.10	AMBIGUOUS
M00211_2.00	T176112_3.10	M00211_3.10	I	ETV7	TF_Information_all_motifs_plus.txt	7	T176114_3.10;T176117_3.10;T176120_3.10;T176124_3.10;T176125_3.10;T176126_3.10;T176132_3.10	AMBIGUOUS
M00212_2.00	T176137_3.10	M00212_3.10	I	ETV3L	TF_Information_all_motifs.txt	18	T176111_3.10;T176114_3.10;T176115_3.10;T176116_3.10;T176117_3.10;T176118_3.10;T176119_3.10;T176120_3.10;T176122_3.10;T176123_3.10;T176127_3.10;T176128_3.10;T176129_3.10;T176130_3.10;T176131_3.10;T176133_3.10;T176135_3.10;T176136_3.10	AMBIGUOUS
M00213_2.00	T176112_3.10	M00213_3.10	I	ETV7	TF_Information_all_motifs_plus.txt	8	T176114_3.10;T176117_3.10;T176120_3.10;T176124_3.10;T176125_3.10;T176126_3.10;T176132_3.10;T176133_3.10	AMBIGUOUS
M00214_2.00	T176114_3.10	M00214_3.10	I	ELF4	TF_Information_all_motifs_plus.txt	3	T176117_3.10;T176120_3.10;T176121_3.10	AMBIGUOUS
M00215_2.00	T185796_3.10	M00215_3.10	I	FOXI2	TF_Information_all_motifs.txt	14	T185805_3.10;T185759_3.10;T185762_3.10;T185766_3.10;T185772_3.10;T185775_3.10;T185779_3.10;T185780_3.10;T185785_3.10;T185788_3.10;T185795_3.10;T185798_3.10;T185801_3.10;T185806_3.10	AMBIGUOUS
M00216_2.00	T185762_3.10	M00216_3.10	I	FOXJ2	TF_Information_all_motifs_plus.txt	1	T185771_3.10	AMBIGUOUS
M00217_2.00	T185803_3.10	M00217_3.10	I	FOXB2	TF_Information_all_motifs.txt	4	T185768_3.10;T185770_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M00218_2.00	T185775_3.10	M00218_3.10	I	FOXK2	TF_Information_all_motifs_plus.txt	3	T185779_3.10;T185780_3.10;T185801_3.10	AMBIGUOUS
M00219_2.00	T185781_3.10	M00219_3.10	I	FOXD4	TF_Information_all_motifs.txt	20	T185793_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M00220_2.00	T192722_3.10	M00220_3.10	I	GATA1	TF_Information_all_motifs_plus.txt	5	T192724_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M00221_2.00	T192722_3.10	M00221_3.10	I	GATA1	TF_Information_all_motifs_plus.txt	5	T192724_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M00222_2.00	T192722_3.10	M00222_3.10	I	GATA1	TF_Information_all_motifs_plus.txt	5	T192724_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M00223_2.00	T197996_3.10	M00223_3.10	I	GCM2	TF_Information_all_motifs_plus.txt	1	T197997_3.10	AMBIGUOUS
M00224_2.00	T209851_3.10	M00224_3.10	I	SIX3	TF_Information_all_motifs_plus.txt	1	T209927_3.10	AMBIGUOUS
M00225_2.00	T209929_3.10	M00225_3.10	I	DBX2	TF_Information_all_motifs.txt	2	T209803_3.10;T209889_3.10	AMBIGUOUS
M00226_2.00	T209844_3.10	M00226_3.10	I	HNF1A	TF_Information_all_motifs_plus.txt	2	T209858_3.10;T209959_3.10	AMBIGUOUS
M00227_2.00	T209902_3.10	M00227_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10;T209797_3.10	AMBIGUOUS
M00228_2.00	T244085_3.10	M00228_3.10	I	IRF9	TF_Information_all_motifs_plus.txt	0		OK
M00229_2.00	T244079_3.10	M00229_3.10	I	IRF3	TF_Information_all_motifs_plus.txt	0		OK
M00230_2.00	T244081_3.10	M00230_3.10	I	IRF4	TF_Information_all_motifs_plus.txt	1	T244082_3.10	AMBIGUOUS
M00231_2.00	T244077_3.10	M00231_3.10	I	IRF6	TF_Information_all_motifs_plus.txt	1	T244080_3.10	AMBIGUOUS
M00232_2.00	T244080_3.10	M00232_3.10	I	IRF5	TF_Information_all_motifs_plus.txt	0		OK
M00233_2.00	T253657_3.10	M00233_3.10	I	SRF	TF_Information_all_motifs_plus.txt	0		OK
M00234_2.00	T269577_3.10	M00234_3.10	I	MYB	TF_Information_all_motifs_plus.txt	1	T269586_3.10	AMBIGUOUS
M00235_2.00	T269577_3.10	M00235_3.10	I	MYB	TF_Information_all_motifs_plus.txt	1	T269586_3.10	AMBIGUOUS
M00236_2.00	T303218_3.10	M00236_3.10	I	NR4A3	TF_Information_all_motifs.txt	20	T303206_3.10;T303208_3.10;T303209_3.10;T303214_3.10;T303217_3.10;T303220_3.10;T303221_3.10;T303222_3.10;T303225_3.10;T303226_3.10;T303227_3.10;T303229_3.10;T303231_3.10;T303233_3.10;T303234_3.10;T303236_3.10;T303237_3.10;T303238_3.10;T303240_3.10;T303243_3.10	AMBIGUOUS
M00237_2.00	T303212_3.10	M00237_3.10	I	HNF4A	TF_Information_all_motifs_plus.txt	8	T303215_3.10;T303229_3.10;T303233_3.10;T303237_3.10;T303238_3.10;T303243_3.10;T303245_3.10;T303250_3.10	AMBIGUOUS
M00238_2.00	T303211_3.10	M00238_3.10	I	ESR1	TF_Information_all_motifs_plus.txt	4	T303219_3.10;T303228_3.10;T303241_3.10;T303248_3.10	AMBIGUOUS
M00239_2.00	T303218_3.10	M00239_3.10	I	NR4A3	TF_Information_all_motifs.txt	20	T303224_3.10;T303206_3.10;T303207_3.10;T303208_3.10;T303209_3.10;T303211_3.10;T303212_3.10;T303214_3.10;T303217_3.10;T303220_3.10;T303221_3.10;T303222_3.10;T303223_3.10;T303225_3.10;T303226_3.10;T303228_3.10;T303229_3.10;T303231_3.10;T303233_3.10;T303234_3.10	AMBIGUOUS
M00240_2.00	T303224_3.10	M00240_3.10	I	NR1H2	TF_Information_all_motifs.txt	20	T303206_3.10;T303207_3.10;T303208_3.10;T303209_3.10;T303211_3.10;T303214_3.10;T303217_3.10;T303220_3.10;T303221_3.10;T303223_3.10;T303225_3.10;T303226_3.10;T303228_3.10;T303229_3.10;T303231_3.10;T303233_3.10;T303237_3.10;T303240_3.10;T303242_3.10;T303243_3.10	AMBIGUOUS
M00241_2.00	T318252_3.10	M00241_3.10	I	RFX6	TF_Information_all_motifs.txt	4	T318246_3.10;T318247_3.10;T318248_3.10;T318249_3.10	AMBIGUOUS
M00242_2.00	T318250_3.10	M00242_3.10	I	RFX5	TF_Information_all_motifs_plus.txt	1	T318251_3.10	AMBIGUOUS
M00243_2.00	T318252_3.10	M00243_3.10	I	RFX6	TF_Information_all_motifs.txt	4	T318246_3.10;T318247_3.10;T318248_3.10;T318249_3.10	AMBIGUOUS
M00245_2.00	T321711_3.10	M00245_3.10	I	GMEB2	TF_Information_all_motifs_plus.txt	1	T321714_3.10	AMBIGUOUS
M00247_2.00	T324624_3.10	M00247_3.10	I	SMAD9	TF_Information_all_motifs_plus.txt	2	T324629_3.10;T324630_3.10	AMBIGUOUS
M00248_2.00	T328058_3.10	M00248_3.10	I	TCF7	TF_Information_all_motifs_plus.txt	3	T328069_3.10;T328072_3.10;T328073_3.10	AMBIGUOUS
M00249_2.00	T328060_3.10	M00249_3.10	I	HBP1	TF_Information_all_motifs_plus.txt	0		OK
M00250_2.00	T328057_3.10	M00250_3.10	I	CIC	TF_Information.txt	1	T328062_3.10	AMBIGUOUS
M00251_2.00	T328057_3.10	M00251_3.10	I	CIC	TF_Information_all_motifs.txt	1	T328062_3.10	AMBIGUOUS
M00252_2.00	T328080_3.10	M00252_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00253_2.00	T328058_3.10	M00253_3.10	I	TCF7	TF_Information_all_motifs_plus.txt	3	T328069_3.10;T328072_3.10;T328073_3.10	AMBIGUOUS
M00254_2.00	T328080_3.10	M00254_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00255_2.00	T328058_3.10	M00255_3.10	I	TCF7	TF_Information_all_motifs_plus.txt	3	T328069_3.10;T328072_3.10;T328073_3.10	AMBIGUOUS
M00256_2.00	T328080_3.10	M00256_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00257_2.00	T328080_3.10	M00257_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00258_2.00	T328080_3.10	M00258_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00259_2.00	T328080_3.10	M00259_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00260_2.00	T328080_3.10	M00260_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00261_2.00	T328080_3.10	M00261_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00262_2.00	T328058_3.10	M00262_3.10	I	TCF7	TF_Information_all_motifs_plus.txt	3	T328069_3.10;T328072_3.10;T328073_3.10	AMBIGUOUS
M00263_2.00	T328080_3.10	M00263_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00264_2.00	T328080_3.10	M00264_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00265_2.00	T328080_3.10	M00265_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00266_2.00	T328080_3.10	M00266_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00267_2.00	T328080_3.10	M00267_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00268_2.00	T328080_3.10	M00268_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00269_2.00	T328080_3.10	M00269_3.10	I	SOX1	TF_Information.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00270_2.00	T339885_3.10	M00270_3.10	I	TBX21	TF_Information_all_motifs_plus.txt	3	T339886_3.10;T339893_3.10;T339896_3.10	AMBIGUOUS
M00271_2.00	T342321_3.10	M00271_3.10	I	TBPL2	TF_Information.txt	1	T342320_3.10	AMBIGUOUS
M00272_2.00	T094778_3.10	M00272_3.10	D	ZNF200	TF_Information.txt	0		OK
M00273_2.00	T094778_3.10	M00273_3.10	D	ZNF200	TF_Information.txt	0		OK
M00274_2.00	T094778_3.10	M00274_3.10	D	ZNF200	TF_Information.txt	0		OK
M00275_2.00	T094783_3.10	M00275_3.10	D	SNAI2	TF_Information.txt	0		OK
M00276_2.00	T094783_3.10	M00276_3.10	D	SNAI2	TF_Information.txt	0		OK
M00277_2.00	T094783_3.10	M00277_3.10	D	SNAI2	TF_Information.txt	0		OK
M00278_2.00	T094840_3.10	M00278_3.10	D	KLF1	TF_Information.txt	0		OK
M00279_2.00	T094840_3.10	M00279_3.10	D	KLF1	TF_Information.txt	8	T094796_3.10;T094827_3.10;T094828_3.10;T094848_3.10;T094864_3.10;T094867_3.10;T094904_3.10;T094932_3.10	AMBIGUOUS
M00280_2.00	T094840_3.10	M00280_3.10	D	KLF1	TF_Information.txt	0		OK
M00281_2.00	T094840_3.10	M00281_3.10	D	KLF1	TF_Information.txt	8	T094796_3.10;T094827_3.10;T094828_3.10;T094848_3.10;T094864_3.10;T094867_3.10;T094904_3.10;T094932_3.10	AMBIGUOUS
M00282_2.00	T094856_3.10	M00282_3.10	D	BCL6	TF_Information.txt	0		OK
M00283_2.00	T094856_3.10	M00283_3.10	D	BCL6	TF_Information.txt	0		OK
M00284_2.00	T094882_3.10	M00284_3.10	D	EGR2	TF_Information.txt	0		OK
M00285_2.00	T094882_3.10	M00285_3.10	D	EGR2	TF_Information.txt	0		OK
M00286_2.00	T094882_3.10	M00286_3.10	D	EGR2	TF_Information.txt	2	T094872_3.10;T095176_3.10	AMBIGUOUS
M00287_2.00	T094882_3.10	M00287_3.10	D	EGR2	TF_Information.txt	3	T094872_3.10;T094930_3.10;T095176_3.10	AMBIGUOUS
M00288_2.00	T094882_3.10	M00288_3.10	D	EGR2	TF_Information.txt	3	T094872_3.10;T094930_3.10;T095176_3.10	AMBIGUOUS
M00289_2.00	T094895_3.10	M00289_3.10	D	OVOL2	TF_Information.txt	0		OK
M00290_2.00	T094895_3.10	M00290_3.10	D	OVOL2	TF_Information.txt	0		OK
M00291_2.00	T095016_3.10	M00291_3.10	D	GFI1	TF_Information.txt	1	T095034_3.10	AMBIGUOUS
M00292_2.00	T095016_3.10	M00292_3.10	D	GFI1	TF_Information.txt	0		OK
M00293_2.00	T095016_3.10	M00293_3.10	D	GFI1	TF_Information.txt	1	T095034_3.10	AMBIGUOUS
M00294_2.00	T095034_3.10	M00294_3.10	D	GFI1B	TF_Information.txt	1	T095016_3.10	AMBIGUOUS
M00295_2.00	T095034_3.10	M00295_3.10	D	GFI1B	TF_Information.txt	1	T095016_3.10	AMBIGUOUS
M00296_2.00	T095116_3.10	M00296_3.10	D	KLF11	TF_Information.txt	1	T094987_3.10	AMBIGUOUS
M00297_2.00	T095116_3.10	M00297_3.10	D	KLF11	TF_Information.txt	1	T094987_3.10	AMBIGUOUS
M00298_2.00	T095226_3.10	M00298_3.10	D	WT1	TF_Information.txt	0		OK
M00299_2.00	T095226_3.10	M00299_3.10	D	WT1	TF_Information.txt	0		OK
M00300_2.00	T095226_3.10	M00300_3.10	D	WT1	TF_Information.txt	0		OK
M00301_2.00	T095226_3.10	M00301_3.10	D	WT1	TF_Information.txt	0		OK
M00302_2.00	T095226_3.10	M00302_3.10	D	WT1	TF_Information.txt	0		OK
M00303_2.00	T095226_3.10	M00303_3.10	D	WT1	TF_Information.txt	0		OK
M00304_2.00	T095226_3.10	M00304_3.10	D	WT1	TF_Information.txt	0		OK
M00305_2.00	T095341_3.10	M00305_3.10	D	ZNF655	TF_Information.txt	0		OK
M00306_2.00	T095341_3.10	M00306_3.10	D	ZNF655	TF_Information.txt	0		OK
M00307_2.00	T095341_3.10	M00307_3.10	D	ZNF655	TF_Information.txt	0		OK
M00308_2.00	T185761_3.10	M00308_3.10	D	FOXC1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185763_3.10;T185772_3.10;T185773_3.10;T185775_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10	AMBIGUOUS
M00309_2.00	T185761_3.10	M00309_3.10	D	FOXC1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185763_3.10;T185773_3.10;T185775_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M00310_2.00	T185761_3.10	M00310_3.10	D	FOXC1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185763_3.10;T185772_3.10;T185773_3.10;T185775_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10	AMBIGUOUS
