motif_id	cisbp_tf_id	archive_motif_id	tf_status	tf_name	source_file	alternative_count	alternatives	status
M00555_2.00	T209783_3.10	M00555_3.10	I	MEIS3	TF_Information_all_motifs_plus.txt	8	T209813_3.10;T209842_3.10;T209856_3.10;T209864_3.10;T209869_3.10;T209885_3.10;T209911_3.10;T209914_3.10	AMBIGUOUS
M00556_2.00	T209902_3.10	M00556_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209792_3.10;T209793_3.10;T209794_3.10;T209795_3.10	AMBIGUOUS
M00558_2.00	T209950_3.10	M00558_3.10	I	NKX1-2	TF_Information.txt	20	T209798_3.10;T209902_3.10;T209903_3.10;T209951_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10;T209801_3.10	AMBIGUOUS
M00559_2.00	T209902_3.10	M00559_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10;T209797_3.10	AMBIGUOUS
M00560_2.00	T209791_3.10	M00560_3.10	I	HOXA13	TF_Information_all_motifs_plus.txt	3	T209823_3.10;T209836_3.10;T209866_3.10	AMBIGUOUS
M00561_2.00	T209803_3.10	M00561_3.10	I	NKX3-2	TF_Information_all_motifs_plus.txt	1	T209889_3.10	AMBIGUOUS
M00562_2.00	T209798_3.10	M00562_3.10	I	TLX1	TF_Information_all_motifs.txt	20	T209903_3.10;T209953_3.10;T209766_3.10;T209789_3.10;T209794_3.10;T209805_3.10;T209808_3.10;T209811_3.10;T209817_3.10;T209820_3.10;T209827_3.10;T209837_3.10;T209845_3.10;T209853_3.10;T209854_3.10;T209859_3.10;T209862_3.10;T209873_3.10;T209877_3.10;T209880_3.10	AMBIGUOUS
M00563_2.00	T209765_3.10	M00563_3.10	I	HOXA11	TF_Information_all_motifs_plus.txt	8	T209766_3.10;T209824_3.10;T209825_3.10;T209834_3.10;T209835_3.10;T209896_3.10;T209923_3.10;T209952_3.10	AMBIGUOUS
M00564_2.00	T209938_3.10	M00564_3.10	I	HOXC6	TF_Information_all_motifs.txt	17	T209765_3.10;T209769_3.10;T209775_3.10;T209790_3.10;T209800_3.10;T209816_3.10;T209824_3.10;T209825_3.10;T209833_3.10;T209834_3.10;T209835_3.10;T209896_3.10;T209901_3.10;T209910_3.10;T209922_3.10;T209923_3.10;T209952_3.10	AMBIGUOUS
M00567_2.00	T209777_3.10	M00567_3.10	I	SIX4	TF_Information_all_motifs_plus.txt	3	T209830_3.10;T209900_3.10;T209913_3.10	AMBIGUOUS
M00568_2.00	T209784_3.10	M00568_3.10	I	PBX4	TF_Information_all_motifs_plus.txt	3	T209890_3.10;T209930_3.10;T209941_3.10	AMBIGUOUS
M00569_2.00	T209919_3.10	M00569_3.10	I	NKX2-6	TF_Information_all_motifs.txt	6	T209815_3.10;T209828_3.10;T209829_3.10;T209846_3.10;T209847_3.10;T209925_3.10	AMBIGUOUS
M00570_2.00	T209841_3.10	M00570_3.10	I	GSC	TF_Information_all_motifs_plus.txt	1	T209917_3.10	AMBIGUOUS
M00571_2.00	T209903_3.10	M00571_3.10	I	HOXC5	TF_Information_all_motifs.txt	20	T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10;T209801_3.10;T209802_3.10	AMBIGUOUS
M00572_2.00	T209903_3.10	M00572_3.10	I	HOXC5	TF_Information_all_motifs.txt	20	T209938_3.10;T209769_3.10;T209775_3.10;T209789_3.10;T209790_3.10;T209800_3.10;T209816_3.10;T209817_3.10;T209822_3.10;T209833_3.10;T209834_3.10;T209837_3.10;T209853_3.10;T209895_3.10;T209901_3.10;T209910_3.10;T209922_3.10;T209923_3.10;T209924_3.10;T209936_3.10	AMBIGUOUS
M00574_2.00	T209902_3.10	M00574_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209793_3.10;T209795_3.10;T209796_3.10	AMBIGUOUS
M00575_2.00	T209919_3.10	M00575_3.10	I	NKX2-6	TF_Information_all_motifs.txt	6	T209815_3.10;T209828_3.10;T209829_3.10;T209846_3.10;T209847_3.10;T209925_3.10	AMBIGUOUS
M00576_2.00	T209783_3.10	M00576_3.10	I	MEIS3	TF_Information_all_motifs_plus.txt	8	T209813_3.10;T209842_3.10;T209856_3.10;T209864_3.10;T209869_3.10;T209885_3.10;T209911_3.10;T209914_3.10	AMBIGUOUS
M00577_2.00	T209860_3.10	M00577_3.10	I	NKX6-2	TF_Information_all_motifs_plus.txt	2	T209874_3.10;T209881_3.10	AMBIGUOUS
M00578_2.00	T209841_3.10	M00578_3.10	I	GSC	TF_Information_all_motifs_plus.txt	1	T209917_3.10	AMBIGUOUS
M00579_2.00	T209798_3.10	M00579_3.10	I	TLX1	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209766_3.10;T209788_3.10;T209789_3.10;T209794_3.10;T209805_3.10;T209808_3.10;T209810_3.10;T209811_3.10;T209817_3.10;T209818_3.10;T209820_3.10;T209827_3.10;T209832_3.10;T209837_3.10;T209845_3.10;T209853_3.10	AMBIGUOUS
M00580_2.00	T209902_3.10	M00580_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209793_3.10;T209794_3.10	AMBIGUOUS
M00581_2.00	T209798_3.10	M00581_3.10	I	TLX1	TF_Information_all_motifs.txt	19	T209950_3.10;T209951_3.10;T209808_3.10;T209811_3.10;T209827_3.10;T209845_3.10;T209854_3.10;T209859_3.10;T209862_3.10;T209877_3.10;T209895_3.10;T209897_3.10;T209918_3.10;T209924_3.10;T209933_3.10;T209934_3.10;T209936_3.10;T209939_3.10;T209948_3.10	AMBIGUOUS
M00582_2.00	T209841_3.10	M00582_3.10	I	GSC	TF_Information_all_motifs_plus.txt	1	T209917_3.10	AMBIGUOUS
M00583_2.00	T209841_3.10	M00583_3.10	I	GSC	TF_Information_all_motifs_plus.txt	1	T209917_3.10	AMBIGUOUS
M00584_2.00	T209917_3.10	M00584_3.10	I	TPRX1	TF_Information_all_motifs_plus.txt	0		OK
M00585_2.00	T209902_3.10	M00585_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209903_3.10;T209938_3.10;T209950_3.10;T209951_3.10;T209766_3.10;T209770_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209790_3.10;T209792_3.10;T209794_3.10;T209800_3.10;T209808_3.10;T209811_3.10;T209816_3.10;T209817_3.10;T209818_3.10;T209819_3.10	AMBIGUOUS
M00586_2.00	T209902_3.10	M00586_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10;T209797_3.10	AMBIGUOUS
M00587_2.00	T209902_3.10	M00587_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10;T209797_3.10	AMBIGUOUS
M00589_2.00	T209902_3.10	M00589_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209958_3.10;T209764_3.10;T209771_3.10;T209778_3.10;T209795_3.10;T209796_3.10;T209797_3.10;T209802_3.10;T209812_3.10;T209814_3.10;T209821_3.10;T209826_3.10;T209843_3.10;T209848_3.10;T209850_3.10;T209855_3.10;T209865_3.10;T209870_3.10;T209871_3.10;T209872_3.10	AMBIGUOUS
M00592_2.00	T209798_3.10	M00592_3.10	I	TLX1	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209766_3.10;T209788_3.10;T209789_3.10;T209794_3.10;T209808_3.10;T209817_3.10;T209818_3.10;T209820_3.10;T209827_3.10;T209832_3.10;T209837_3.10;T209845_3.10;T209853_3.10;T209862_3.10;T209873_3.10;T209877_3.10;T209880_3.10	AMBIGUOUS
M00593_2.00	T209765_3.10	M00593_3.10	I	HOXA11	TF_Information_all_motifs_plus.txt	8	T209794_3.10;T209824_3.10;T209825_3.10;T209834_3.10;T209835_3.10;T209896_3.10;T209923_3.10;T209952_3.10	AMBIGUOUS
M00594_2.00	T209902_3.10	M00594_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209958_3.10;T209764_3.10;T209771_3.10;T209778_3.10;T209795_3.10;T209796_3.10;T209797_3.10;T209802_3.10;T209812_3.10;T209814_3.10;T209821_3.10;T209826_3.10;T209843_3.10;T209848_3.10;T209850_3.10;T209855_3.10;T209865_3.10;T209870_3.10;T209871_3.10;T209872_3.10	AMBIGUOUS
M00595_2.00	T237339_3.10	M00595_3.10	I	PAX6	TF_Information_all_motifs_plus.txt	2	T237341_3.10;T237342_3.10	AMBIGUOUS
M00596_2.00	T237340_3.10	M00596_3.10	I	PAX7	TF_Information_all_motifs_plus.txt	1	T237343_3.10	AMBIGUOUS
M00597_2.00	T237342_3.10	M00597_3.10	I	PAX4	TF_Information_all_motifs_plus.txt	0		OK
M00599_2.00	T238188_3.10	M00599_3.10	I	POU2F2	TF_Information_all_motifs_plus.txt	0		OK
M00602_2.00	T238190_3.10	M00602_3.10	I	POU4F3	TF_Information_all_motifs_plus.txt	0		OK
M00605_2.00	T238198_3.10	M00605_3.10	I	POU3F4	TF_Information_all_motifs_plus.txt	0		OK
M00606_2.00	T238197_3.10	M00606_3.10	I	POU3F1	TF_Information_all_motifs_plus.txt	0		OK
M00607_2.00	T238196_3.10	M00607_3.10	I	POU3F2	TF_Information_all_motifs_plus.txt	0		OK
M00609_2.00	T209903_3.10	M00609_3.10	I	HOXC5	TF_Information_all_motifs.txt	18	T209938_3.10;T209765_3.10;T209769_3.10;T209775_3.10;T209790_3.10;T209800_3.10;T209816_3.10;T209824_3.10;T209825_3.10;T209833_3.10;T209834_3.10;T209835_3.10;T209896_3.10;T209901_3.10;T209910_3.10;T209922_3.10;T209923_3.10;T209952_3.10	AMBIGUOUS
M00610_2.00	T209902_3.10	M00610_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209792_3.10;T209793_3.10;T209794_3.10;T209795_3.10	AMBIGUOUS
M00611_2.00	T209902_3.10	M00611_3.10	I	OTP	TF_Information_all_motifs.txt	20	T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10	AMBIGUOUS
M00612_2.00	T209798_3.10	M00612_3.10	I	TLX1	TF_Information_all_motifs.txt	20	T209902_3.10;T209903_3.10;T209950_3.10;T209951_3.10;T209958_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10;T209801_3.10	AMBIGUOUS
M00613_2.00	T209903_3.10	M00613_3.10	I	HOXC5	TF_Information_all_motifs.txt	18	T209938_3.10;T209769_3.10;T209775_3.10;T209789_3.10;T209790_3.10;T209800_3.10;T209816_3.10;T209817_3.10;T209822_3.10;T209833_3.10;T209834_3.10;T209901_3.10;T209910_3.10;T209922_3.10;T209923_3.10;T209924_3.10;T209952_3.10;T209955_3.10	AMBIGUOUS
M00614_2.00	T209919_3.10	M00614_3.10	I	NKX2-6	TF_Information_all_motifs.txt	6	T209815_3.10;T209828_3.10;T209829_3.10;T209846_3.10;T209847_3.10;T209925_3.10	AMBIGUOUS
M00615_2.00	T209803_3.10	M00615_3.10	I	NKX3-2	TF_Information_all_motifs_plus.txt	1	T209889_3.10	AMBIGUOUS
M00616_2.00	T209798_3.10	M00616_3.10	I	TLX1	TF_Information_all_motifs.txt	20	T209764_3.10;T209766_3.10;T209771_3.10;T209778_3.10;T209792_3.10;T209794_3.10;T209802_3.10;T209812_3.10;T209814_3.10;T209820_3.10;T209826_3.10;T209827_3.10;T209843_3.10;T209852_3.10;T209854_3.10;T209865_3.10;T209873_3.10;T209875_3.10;T209877_3.10;T209879_3.10	AMBIGUOUS
M00617_2.00	T209772_3.10	M00617_3.10	I	GSC2	TF_Information_all_motifs_plus.txt	10	T209774_3.10;T209782_3.10;T209799_3.10;T209809_3.10;T209841_3.10;T209876_3.10;T209887_3.10;T209917_3.10;T209937_3.10;T209942_3.10	AMBIGUOUS
M00618_2.00	T209777_3.10	M00618_3.10	I	SIX4	TF_Information_all_motifs_plus.txt	3	T209830_3.10;T209900_3.10;T209913_3.10	AMBIGUOUS
M00672_2.00	T094827_3.10	M00672_3.10	I	KLF8	TF_Information_all_motifs_plus.txt	1	T094840_3.10	AMBIGUOUS
M00673_2.00	T095029_3.10	M00673_3.10	I	OSR2	TF_Information_all_motifs_plus.txt	0		OK
M00677_2.00	T094872_3.10	M00677_3.10	I	EGR1	TF_Information_all_motifs_plus.txt	3	T094882_3.10;T094930_3.10;T095176_3.10	AMBIGUOUS
M00687_2.00	T095233_3.10	M00687_3.10	I	SP1	TF_Information_all_motifs_plus.txt	0		OK
M00705_2.00	T159009_3.10	M00705_3.10	I	MYT1L	TF_Information.txt	1	T159006_3.10	AMBIGUOUS
M00711_2.00	T169050_3.10	M00711_3.10	I	DMRTB1	TF_Information_all_motifs.txt	5	T169046_3.10;T169047_3.10;T169048_3.10;T169049_3.10;T169051_3.10	AMBIGUOUS
M00714_2.00	T169050_3.10	M00714_3.10	I	DMRTB1	TF_Information_all_motifs.txt	5	T169046_3.10;T169047_3.10;T169048_3.10;T169049_3.10;T169051_3.10	AMBIGUOUS
M00717_2.00	T172615_3.10	M00717_3.10	I	E2F2	TF_Information_all_motifs_plus.txt	5	T172616_3.10;T172617_3.10;T172620_3.10;T172622_3.10;T172625_3.10	AMBIGUOUS
M00719_2.00	T185781_3.10	M00719_3.10	I	FOXD4	TF_Information_all_motifs.txt	17	T185793_3.10;T185799_3.10;T185804_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M00720_2.00	T185803_3.10	M00720_3.10	I	FOXB2	TF_Information_all_motifs.txt	1	T185784_3.10	AMBIGUOUS
M00726_2.00	T209767_3.10	M00726_3.10	I	DLX6	TF_Information_all_motifs_plus.txt	11	T209773_3.10;T209776_3.10;T209785_3.10;T209801_3.10;T209810_3.10;T209820_3.10;T209857_3.10;T209873_3.10;T209918_3.10;T209935_3.10;T209957_3.10	AMBIGUOUS
M00727_2.00	T209777_3.10	M00727_3.10	I	SIX4	TF_Information_all_motifs_plus.txt	3	T209830_3.10;T209900_3.10;T209913_3.10	AMBIGUOUS
M00728_2.00	T209772_3.10	M00728_3.10	I	GSC2	TF_Information_all_motifs_plus.txt	10	T209774_3.10;T209782_3.10;T209799_3.10;T209809_3.10;T209841_3.10;T209876_3.10;T209887_3.10;T209917_3.10;T209937_3.10;T209942_3.10	AMBIGUOUS
M00729_2.00	T209772_3.10	M00729_3.10	I	GSC2	TF_Information_all_motifs_plus.txt	10	T209774_3.10;T209782_3.10;T209799_3.10;T209809_3.10;T209841_3.10;T209876_3.10;T209887_3.10;T209917_3.10;T209937_3.10;T209942_3.10	AMBIGUOUS
M00733_2.00	T209950_3.10	M00733_3.10	I	NKX1-2	TF_Information_all_motifs.txt	20	T209951_3.10;T209764_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209801_3.10;T209802_3.10;T209810_3.10;T209811_3.10;T209814_3.10;T209818_3.10;T209819_3.10	AMBIGUOUS
M00734_2.00	T209772_3.10	M00734_3.10	I	GSC2	TF_Information_all_motifs_plus.txt	10	T209774_3.10;T209782_3.10;T209799_3.10;T209809_3.10;T209841_3.10;T209876_3.10;T209887_3.10;T209917_3.10;T209937_3.10;T209942_3.10	AMBIGUOUS
M00737_2.00	T240223_3.10	M00737_3.10	I	HSF4	TF_Information_all_motifs_plus.txt	1	T240228_3.10	AMBIGUOUS
M00739_2.00	T253657_3.10	M00739_3.10	I	SRF	TF_Information_all_motifs_plus.txt	0		OK
M00761_2.00	T237339_3.10	M00761_3.10	I	PAX6	TF_Information_all_motifs_plus.txt	3	T237341_3.10;T311642_3.10;T311644_3.10	AMBIGUOUS
M00764_2.00	T318252_3.10	M00764_3.10	I	RFX6	TF_Information_all_motifs.txt	4	T318246_3.10;T318247_3.10;T318248_3.10;T318249_3.10	AMBIGUOUS
M00765_2.00	T328080_3.10	M00765_3.10	I	SOX1	TF_Information_all_motifs.txt	19	T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328067_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00766_2.00	T328057_3.10	M00766_3.10	I	CIC	TF_Information_all_motifs.txt	4	T328054_3.10;T328059_3.10;T328062_3.10;T328065_3.10	AMBIGUOUS
M00767_2.00	T328058_3.10	M00767_3.10	I	TCF7	TF_Information_all_motifs_plus.txt	3	T328069_3.10;T328072_3.10;T328073_3.10	AMBIGUOUS
M00788_2.00	T339893_3.10	M00788_3.10	I	TBR1	TF_Information_all_motifs_plus.txt	0		OK
M00789_2.00	T339893_3.10	M00789_3.10	I	TBR1	TF_Information_all_motifs_plus.txt	1	T339896_3.10	AMBIGUOUS
M00790_2.00	T017391_3.10	M00790_3.10	D	SETBP1	TF_Information.txt	4	T017388_3.10;T017387_3.10;T017389_3.10;T017390_3.10	AMBIGUOUS
M00791_2.00	T059760_3.10	M00791_3.10	D	JUN	TF_Information.txt	2	T059741_3.10;T059756_3.10	AMBIGUOUS
M00792_2.00	T160931_3.10	M00792_3.10	D	MBNL2	TF_Information.txt	0		OK
M00793_2.00	T167665_3.10	M00793_3.10	D	MBD1	TF_Information.txt	0		OK
M00794_2.00	T192731_3.10	M00794_3.10	D	ZGLP1	TF_Information.txt	0		OK
M00795_2.00	T197997_3.10	M00795_3.10	D	GCM1	TF_Information.txt	1	T197996_3.10	AMBIGUOUS
M00796_2.00	T199010_3.10	M00796_3.10	D	GRHL3	TF_Information.txt	0		OK
M00797_2.00	T209796_3.10	M00797_3.10	D	LHX6	TF_Information.txt	20	T209902_3.10;T209958_3.10;T209764_3.10;T209771_3.10;T209778_3.10;T209795_3.10;T209797_3.10;T209802_3.10;T209812_3.10;T209814_3.10;T209821_3.10;T209826_3.10;T209843_3.10;T209848_3.10;T209850_3.10;T209855_3.10;T209865_3.10;T209870_3.10;T209871_3.10;T209872_3.10	AMBIGUOUS
M00798_2.00	T303236_3.10	M00798_3.10	D	NR4A2	TF_Information.txt	14	T303218_3.10;T303208_3.10;T303214_3.10;T303220_3.10;T303221_3.10;T303229_3.10;T303231_3.10;T303237_3.10;T303240_3.10;T303243_3.10;T303245_3.10;T303246_3.10;T303249_3.10;T303250_3.10	AMBIGUOUS
M00799_2.00	T328067_3.10	M00799_3.10	D	SOX5	TF_Information.txt	19	T328080_3.10;T328054_3.10;T328055_3.10;T328059_3.10;T328061_3.10;T328063_3.10;T328064_3.10;T328065_3.10;T328066_3.10;T328068_3.10;T328071_3.10;T328074_3.10;T328075_3.10;T328076_3.10;T328077_3.10;T328078_3.10;T328079_3.10;T328081_3.10;T328082_3.10	AMBIGUOUS
M00800_2.00	T350235_3.10	M00800_3.10	D	TCF20	TF_Information.txt	0		OK
M00801_2.00	T350265_3.10	M00801_3.10	D	PHF21A	TF_Information.txt	0		OK
M00802_2.00	T350271_3.10	M00802_3.10	D	GLYR1	TF_Information.txt	0		OK
M00803_2.00	T350277_3.10	M00803_3.10	D	PURB	TF_Information.txt	0		OK
M00804_2.00	T350279_3.10	M00804_3.10	D	NACC2	TF_Information.txt	0		OK
M00805_2.00	T350282_3.10	M00805_3.10	D	AHCTF1	TF_Information.txt	0		OK
M00806_2.00	T166060_3.10	M00806_3.10	D	RBPJ	TF_Information.txt	0		OK
M00807_2.00	T166060_3.10	M00807_3.10	D	RBPJ	TF_Information.txt	0		OK
M00808_2.00	T166060_3.10	M00808_3.10	D	RBPJ	TF_Information.txt	0		OK
M00809_2.00	T166060_3.10	M00809_3.10	D	RBPJ	TF_Information.txt	0		OK
M00810_2.00	T166060_3.10	M00810_3.10	D	RBPJ	TF_Information.txt	0		OK
M00811_2.00	T166060_3.10	M00811_3.10	D	RBPJ	TF_Information.txt	0		OK
M00812_2.00	T166060_3.10	M00812_3.10	D	RBPJ	TF_Information.txt	0		OK
M00813_2.00	T166060_3.10	M00813_3.10	D	RBPJ	TF_Information.txt	0		OK
M00821_2.00	T017387_3.10	M00821_3.10	I	SRCAP	TF_Information_all_motifs.txt	4	T017388_3.10;T017389_3.10;T017390_3.10;T017391_3.10	AMBIGUOUS
M00822_2.00	T017387_3.10	M00822_3.10	I	SRCAP	TF_Information_all_motifs.txt	4	T017388_3.10;T017389_3.10;T017390_3.10;T017391_3.10	AMBIGUOUS
M00823_2.00	T034260_3.10	M00823_3.10	I	MLX	TF_Information_all_motifs_plus.txt	0		OK
M00824_2.00	T034250_3.10	M00824_3.10	I	TCF3	TF_Information_all_motifs_plus.txt	2	T034292_3.10;T034340_3.10	AMBIGUOUS
M00825_2.00	T034251_3.10	M00825_3.10	I	SREBF1	TF_Information_all_motifs_plus.txt	1	T034342_3.10	AMBIGUOUS
M00826_2.00	T034258_3.10	M00826_3.10	I	TFEC	TF_Information_all_motifs_plus.txt	1	T034335_3.10	AMBIGUOUS
M00827_2.00	T034314_3.10	M00827_3.10	I	NHLH1	TF_Information_all_motifs_plus.txt	1	T034323_3.10	AMBIGUOUS
M00828_2.00	T059725_3.10	M00828_3.10	I	XBP1	TF_Information_all_motifs_plus.txt	0		OK
M00829_2.00	T059743_3.10	M00829_3.10	I	JDP2	TF_Information_all_motifs_plus.txt	1	T059750_3.10	AMBIGUOUS
M00830_2.00	T059739_3.10	M00830_3.10	I	ATF4	TF_Information_all_motifs_plus.txt	0		OK
M00831_2.00	T059741_3.10	M00831_3.10	I	JUND	TF_Information_all_motifs_plus.txt	2	T059756_3.10;T059760_3.10	AMBIGUOUS
M00832_2.00	T059723_3.10	M00832_3.10	I	CEBPE	TF_Information_all_motifs_plus.txt	2	T059757_3.10;T059770_3.10	AMBIGUOUS
M00833_2.00	T059726_3.10	M00833_3.10	I	DBP	TF_Information_all_motifs_plus.txt	0		OK
M00836_2.00	T094844_3.10	M00836_3.10	I	SP4	TF_Information_all_motifs_plus.txt	5	T095027_3.10;T095122_3.10;T095233_3.10;T095408_3.10;T095444_3.10	AMBIGUOUS
M00837_2.00	T094776_3.10	M00837_3.10	I	ZNF263	TF_Information_all_motifs_plus.txt	0		OK
M00842_2.00	T094845_3.10	M00842_3.10	I	ZKSCAN1	TF_Information_all_motifs_plus.txt	0		OK
M00844_2.00	T094821_3.10	M00844_3.10	I	MZF1	TF_Information_all_motifs_plus.txt	0		OK
M00846_2.00	T094900_3.10	M00846_3.10	I	ZBTB1	TF_Information.txt	0		OK
M00847_2.00	T094872_3.10	M00847_3.10	I	EGR1	TF_Information_all_motifs_plus.txt	3	T094882_3.10;T094930_3.10;T095176_3.10	AMBIGUOUS
M00848_2.00	T094868_3.10	M00848_3.10	I	KLF9	TF_Information_all_motifs_plus.txt	1	T095080_3.10	AMBIGUOUS
M00849_2.00	T094872_3.10	M00849_3.10	I	EGR1	TF_Information_all_motifs_plus.txt	3	T094882_3.10;T094930_3.10;T095176_3.10	AMBIGUOUS
M00850_2.00	T094827_3.10	M00850_3.10	I	KLF8	TF_Information_all_motifs_plus.txt	4	T094828_3.10;T094840_3.10;T094848_3.10;T094867_3.10	AMBIGUOUS
M00851_2.00	T094941_3.10	M00851_3.10	I	ZIC5	TF_Information_all_motifs_plus.txt	2	T094981_3.10;T095137_3.10	AMBIGUOUS
M00852_2.00	T094886_3.10	M00852_3.10	I	SNAI1	TF_Information_all_motifs_plus.txt	0		OK
M00855_2.00	T094940_3.10	M00855_3.10	I	ZNF740	TF_Information_all_motifs_plus.txt	0		OK
M00856_2.00	T095311_3.10	M00856_3.10	I	ZKSCAN5	TF_Information_all_motifs_plus.txt	0		OK
M00857_2.00	T095079_3.10	M00857_3.10	I	ZNF32	TF_Information_all_motifs_plus.txt	0		OK
M00858_2.00	T094796_3.10	M00858_3.10	I	KLF6	TF_Information_all_motifs_plus.txt	8	T094827_3.10;T094828_3.10;T094840_3.10;T094848_3.10;T094864_3.10;T094867_3.10;T094904_3.10;T094932_3.10	AMBIGUOUS
M00859_2.00	T094797_3.10	M00859_3.10	I	ZFY	TF_Information_all_motifs.txt	1	T094775_3.10	AMBIGUOUS
M00860_2.00	T169046_3.10	M00860_3.10	I	DMRT3	TF_Information_all_motifs_plus.txt	4	T169047_3.10;T169048_3.10;T169049_3.10;T169051_3.10	AMBIGUOUS
M00861_2.00	T185796_3.10	M00861_3.10	I	FOXI2	TF_Information_all_motifs.txt	7	T185805_3.10;T185759_3.10;T185762_3.10;T185771_3.10;T185775_3.10;T185780_3.10;T185801_3.10	AMBIGUOUS
M00862_2.00	T185781_3.10	M00862_3.10	I	FOXD4	TF_Information_all_motifs.txt	20	T185793_3.10;T185796_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185775_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185801_3.10;T185806_3.10	AMBIGUOUS
