source	motif_id	mapped_id	label	url	note
cisbp	M04366_2.00	T034307_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034307_3.10	CisBP TF report page
cisbp	M04367_2.00	T034307_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034307_3.10	CisBP TF report page
cisbp	M04368_2.00	T034310_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034310_3.10	CisBP TF report page
cisbp	M04369_2.00	T034310_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034310_3.10	CisBP TF report page
cisbp	M04370_2.00	T034312_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034312_3.10	CisBP TF report page
cisbp	M04371_2.00	T034312_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034312_3.10	CisBP TF report page
cisbp	M04372_2.00	T034313_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034313_3.10	CisBP TF report page
cisbp	M04373_2.00	T034313_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034313_3.10	CisBP TF report page
cisbp	M04374_2.00	T034314_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034314_3.10	CisBP TF report page
cisbp	M04375_2.00	T034314_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034314_3.10	CisBP TF report page
cisbp	M04376_2.00	T034314_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034314_3.10	CisBP TF report page
cisbp	M04377_2.00	T034314_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034314_3.10	CisBP TF report page
cisbp	M04378_2.00	T034315_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034315_3.10	CisBP TF report page
cisbp	M04379_2.00	T034315_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034315_3.10	CisBP TF report page
