source	motif_id	mapped_id	label	url	note
cisbp	M00063_2.00	T017387_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T017387_3.10	CisBP TF report page
cisbp	M00099_2.00	T185759_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185759_3.10	CisBP TF report page
cisbp	M00111_2.00	T209902_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209902_3.10	CisBP TF report page
cisbp	M00115_2.00	T240222_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240222_3.10	CisBP TF report page
cisbp	M00121_2.00	T318246_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318246_3.10	CisBP TF report page
cisbp	M00125_2.00	T328057_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328057_3.10	CisBP TF report page
cisbp	M00166_2.00	T010821_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010821_3.10	CisBP TF report page
cisbp	M00167_2.00	T010821_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010821_3.10	CisBP TF report page
cisbp	M00168_2.00	T010821_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010821_3.10	CisBP TF report page
cisbp	M00169_2.00	T010821_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010821_3.10	CisBP TF report page
cisbp	M00170_2.00	T014547_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T014547_3.10	CisBP TF report page
cisbp	M00171_2.00	T014546_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T014546_3.10	CisBP TF report page
cisbp	M00172_2.00	T034291_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034291_3.10	CisBP TF report page
cisbp	M00173_2.00	T034250_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034250_3.10	CisBP TF report page
cisbp	M00174_2.00	T034275_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034275_3.10	CisBP TF report page
cisbp	M00175_2.00	T034261_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034261_3.10	CisBP TF report page
cisbp	M00176_2.00	T034282_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034282_3.10	CisBP TF report page
cisbp	M00177_2.00	T034282_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034282_3.10	CisBP TF report page
cisbp	M00178_2.00	T059761_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059761_3.10	CisBP TF report page
cisbp	M00179_2.00	T059724_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059724_3.10	CisBP TF report page
cisbp	M00180_2.00	T059743_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059743_3.10	CisBP TF report page
cisbp	M00181_2.00	T059740_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059740_3.10	CisBP TF report page
cisbp	M00183_2.00	T095014_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095014_3.10	CisBP TF report page
cisbp	M00184_2.00	T094898_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094898_3.10	CisBP TF report page
cisbp	M00185_2.00	T094865_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094865_3.10	CisBP TF report page
cisbp	M00186_2.00	T095333_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095333_3.10	CisBP TF report page
cisbp	M00187_2.00	T094954_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094954_3.10	CisBP TF report page
cisbp	M00188_2.00	T094844_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094844_3.10	CisBP TF report page
cisbp	M00189_2.00	T094796_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094796_3.10	CisBP TF report page
cisbp	M00190_2.00	T095006_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095006_3.10	CisBP TF report page
cisbp	M00191_2.00	T095271_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095271_3.10	CisBP TF report page
cisbp	M00192_2.00	T094786_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094786_3.10	CisBP TF report page
cisbp	M00194_2.00	T095017_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095017_3.10	CisBP TF report page
cisbp	M00195_2.00	T094870_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094870_3.10	CisBP TF report page
cisbp	M00196_2.00	T095078_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095078_3.10	CisBP TF report page
cisbp	M00197_2.00	T095023_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095023_3.10	CisBP TF report page
cisbp	M00198_2.00	T094940_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094940_3.10	CisBP TF report page
cisbp	M00199_2.00	T094954_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094954_3.10	CisBP TF report page
cisbp	M00200_2.00	T095372_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095372_3.10	CisBP TF report page
cisbp	M00201_2.00	T095409_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095409_3.10	CisBP TF report page
cisbp	M00203_2.00	T095085_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095085_3.10	CisBP TF report page
cisbp	M00205_2.00	T094786_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094786_3.10	CisBP TF report page
cisbp	M00206_2.00	T094786_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094786_3.10	CisBP TF report page
cisbp	M00207_2.00	T095235_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095235_3.10	CisBP TF report page
cisbp	M00208_2.00	T172615_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T172615_3.10	CisBP TF report page
cisbp	M00209_2.00	T172615_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T172615_3.10	CisBP TF report page
cisbp	M00210_2.00	T176113_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T176113_3.10	CisBP TF report page
cisbp	M00211_2.00	T176112_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T176112_3.10	CisBP TF report page
cisbp	M00212_2.00	T176137_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T176137_3.10	CisBP TF report page
cisbp	M00213_2.00	T176112_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T176112_3.10	CisBP TF report page
cisbp	M00214_2.00	T176114_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T176114_3.10	CisBP TF report page
cisbp	M00215_2.00	T185796_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185796_3.10	CisBP TF report page
cisbp	M00216_2.00	T185762_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185762_3.10	CisBP TF report page
cisbp	M00217_2.00	T185803_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185803_3.10	CisBP TF report page
cisbp	M00218_2.00	T185775_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185775_3.10	CisBP TF report page
cisbp	M00219_2.00	T185781_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185781_3.10	CisBP TF report page
cisbp	M00220_2.00	T192722_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T192722_3.10	CisBP TF report page
cisbp	M00221_2.00	T192722_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T192722_3.10	CisBP TF report page
cisbp	M00222_2.00	T192722_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T192722_3.10	CisBP TF report page
cisbp	M00223_2.00	T197996_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T197996_3.10	CisBP TF report page
cisbp	M00224_2.00	T209851_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209851_3.10	CisBP TF report page
cisbp	M00225_2.00	T209929_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209929_3.10	CisBP TF report page
cisbp	M00226_2.00	T209844_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209844_3.10	CisBP TF report page
cisbp	M00227_2.00	T209902_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209902_3.10	CisBP TF report page
cisbp	M00228_2.00	T244085_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244085_3.10	CisBP TF report page
cisbp	M00229_2.00	T244079_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244079_3.10	CisBP TF report page
cisbp	M00230_2.00	T244081_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244081_3.10	CisBP TF report page
cisbp	M00231_2.00	T244077_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244077_3.10	CisBP TF report page
cisbp	M00232_2.00	T244080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244080_3.10	CisBP TF report page
cisbp	M00233_2.00	T253657_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T253657_3.10	CisBP TF report page
cisbp	M00234_2.00	T269577_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269577_3.10	CisBP TF report page
cisbp	M00235_2.00	T269577_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269577_3.10	CisBP TF report page
cisbp	M00236_2.00	T303218_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303218_3.10	CisBP TF report page
cisbp	M00237_2.00	T303212_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303212_3.10	CisBP TF report page
cisbp	M00238_2.00	T303211_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303211_3.10	CisBP TF report page
cisbp	M00239_2.00	T303218_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303218_3.10	CisBP TF report page
cisbp	M00240_2.00	T303224_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303224_3.10	CisBP TF report page
cisbp	M00241_2.00	T318252_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318252_3.10	CisBP TF report page
cisbp	M00242_2.00	T318250_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_3.10	CisBP TF report page
cisbp	M00243_2.00	T318252_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318252_3.10	CisBP TF report page
cisbp	M00245_2.00	T321711_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321711_3.10	CisBP TF report page
cisbp	M00247_2.00	T324624_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324624_3.10	CisBP TF report page
cisbp	M00248_2.00	T328058_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328058_3.10	CisBP TF report page
cisbp	M00249_2.00	T328060_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328060_3.10	CisBP TF report page
cisbp	M00250_2.00	T328057_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328057_3.10	CisBP TF report page
cisbp	M00251_2.00	T328057_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328057_3.10	CisBP TF report page
cisbp	M00252_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00253_2.00	T328058_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328058_3.10	CisBP TF report page
cisbp	M00254_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00255_2.00	T328058_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328058_3.10	CisBP TF report page
cisbp	M00256_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00257_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00258_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00259_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00260_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00261_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00262_2.00	T328058_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328058_3.10	CisBP TF report page
cisbp	M00263_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00264_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00265_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00266_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00267_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00268_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00269_2.00	T328080_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_3.10	CisBP TF report page
cisbp	M00270_2.00	T339885_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339885_3.10	CisBP TF report page
cisbp	M00271_2.00	T342321_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T342321_3.10	CisBP TF report page
cisbp	M00272_2.00	T094778_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094778_3.10	CisBP TF report page
cisbp	M00273_2.00	T094778_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094778_3.10	CisBP TF report page
cisbp	M00274_2.00	T094778_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094778_3.10	CisBP TF report page
cisbp	M00275_2.00	T094783_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094783_3.10	CisBP TF report page
cisbp	M00276_2.00	T094783_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094783_3.10	CisBP TF report page
cisbp	M00277_2.00	T094783_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094783_3.10	CisBP TF report page
cisbp	M00278_2.00	T094840_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094840_3.10	CisBP TF report page
cisbp	M00279_2.00	T094840_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094840_3.10	CisBP TF report page
cisbp	M00280_2.00	T094840_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094840_3.10	CisBP TF report page
cisbp	M00281_2.00	T094840_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094840_3.10	CisBP TF report page
cisbp	M00282_2.00	T094856_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094856_3.10	CisBP TF report page
cisbp	M00283_2.00	T094856_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094856_3.10	CisBP TF report page
cisbp	M00284_2.00	T094882_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094882_3.10	CisBP TF report page
cisbp	M00285_2.00	T094882_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094882_3.10	CisBP TF report page
cisbp	M00286_2.00	T094882_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094882_3.10	CisBP TF report page
cisbp	M00287_2.00	T094882_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094882_3.10	CisBP TF report page
cisbp	M00288_2.00	T094882_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094882_3.10	CisBP TF report page
cisbp	M00289_2.00	T094895_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094895_3.10	CisBP TF report page
cisbp	M00290_2.00	T094895_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094895_3.10	CisBP TF report page
cisbp	M00291_2.00	T095016_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095016_3.10	CisBP TF report page
cisbp	M00292_2.00	T095016_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095016_3.10	CisBP TF report page
cisbp	M00293_2.00	T095016_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095016_3.10	CisBP TF report page
cisbp	M00294_2.00	T095034_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095034_3.10	CisBP TF report page
cisbp	M00295_2.00	T095034_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095034_3.10	CisBP TF report page
cisbp	M00296_2.00	T095116_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095116_3.10	CisBP TF report page
cisbp	M00297_2.00	T095116_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095116_3.10	CisBP TF report page
cisbp	M00298_2.00	T095226_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095226_3.10	CisBP TF report page
cisbp	M00299_2.00	T095226_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095226_3.10	CisBP TF report page
cisbp	M00300_2.00	T095226_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095226_3.10	CisBP TF report page
cisbp	M00301_2.00	T095226_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095226_3.10	CisBP TF report page
cisbp	M00302_2.00	T095226_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095226_3.10	CisBP TF report page
cisbp	M00303_2.00	T095226_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095226_3.10	CisBP TF report page
cisbp	M00304_2.00	T095226_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095226_3.10	CisBP TF report page
cisbp	M00305_2.00	T095341_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095341_3.10	CisBP TF report page
cisbp	M00306_2.00	T095341_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095341_3.10	CisBP TF report page
cisbp	M00307_2.00	T095341_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095341_3.10	CisBP TF report page
cisbp	M00308_2.00	T185761_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185761_3.10	CisBP TF report page
cisbp	M00309_2.00	T185761_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185761_3.10	CisBP TF report page
cisbp	M00310_2.00	T185761_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185761_3.10	CisBP TF report page
cisbp	M00311_2.00	T185761_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185761_3.10	CisBP TF report page
cisbp	M00312_2.00	T185761_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185761_3.10	CisBP TF report page
cisbp	M00313_2.00	T185761_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185761_3.10	CisBP TF report page
cisbp	M00314_2.00	T185761_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185761_3.10	CisBP TF report page
cisbp	M00315_2.00	T209764_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209764_3.10	CisBP TF report page
cisbp	M00316_2.00	T209764_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209764_3.10	CisBP TF report page
cisbp	M00317_2.00	T209764_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209764_3.10	CisBP TF report page
cisbp	M00318_2.00	T209764_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209764_3.10	CisBP TF report page
cisbp	M00319_2.00	T209764_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209764_3.10	CisBP TF report page
cisbp	M00320_2.00	T209764_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209764_3.10	CisBP TF report page
cisbp	M00321_2.00	T209778_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209778_3.10	CisBP TF report page
cisbp	M00322_2.00	T209778_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209778_3.10	CisBP TF report page
cisbp	M00323_2.00	T209778_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209778_3.10	CisBP TF report page
cisbp	M00324_2.00	T209778_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209778_3.10	CisBP TF report page
cisbp	M00325_2.00	T209782_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209782_3.10	CisBP TF report page
cisbp	M00326_2.00	T209782_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209782_3.10	CisBP TF report page
cisbp	M00327_2.00	T209782_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209782_3.10	CisBP TF report page
cisbp	M00328_2.00	T209782_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209782_3.10	CisBP TF report page
cisbp	M00329_2.00	T209782_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209782_3.10	CisBP TF report page
cisbp	M00330_2.00	T209782_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209782_3.10	CisBP TF report page
cisbp	M00331_2.00	T209784_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209784_3.10	CisBP TF report page
cisbp	M00332_2.00	T209784_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209784_3.10	CisBP TF report page
cisbp	M00333_2.00	T209802_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209802_3.10	CisBP TF report page
cisbp	M00334_2.00	T209802_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209802_3.10	CisBP TF report page
cisbp	M00335_2.00	T209802_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209802_3.10	CisBP TF report page
cisbp	M00336_2.00	T209802_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209802_3.10	CisBP TF report page
cisbp	M00337_2.00	T209802_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209802_3.10	CisBP TF report page
cisbp	M00338_2.00	T209811_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209811_3.10	CisBP TF report page
cisbp	M00339_2.00	T209811_3.10	Open in CisBP	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209811_3.10	CisBP TF report page
