tf_id	evidence_type	source	motif_id	original_value	identity_percent	missing_local_file	original_column	mapping_type	curation_status	evidence_note	display_priority	cisbp_tf_id	cisbp_report_url	tf_name	tf_external_id	motif_source_id	pmid
Q92481	identical	cisbp	M02753_2.00	M02753_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2B / ENSG00000008196 / T010820_2.00 -> M02753_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00.	15	T010820_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00	TFAP2B	ENSG00000008196	TFAP2B_1	23332764
Q92481	identical	cisbp	M02754_2.00	M02754_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2B / ENSG00000008196 / T010820_2.00 -> M02754_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00.	15	T010820_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00	TFAP2B	ENSG00000008196	TFAP2B_2	23332764
Q92481	identical	cisbp	M02755_2.00	M02755_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2B / ENSG00000008196 / T010820_2.00 -> M02755_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00.	15	T010820_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00	TFAP2B	ENSG00000008196	TFAP2B_3	23332764
Q92481	identical	cisbp	M04046_2.00	M04046_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2B / ENSG00000008196 / T010820_2.00 -> M04046_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00.	15	T010820_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00	TFAP2B	ENSG00000008196	TFAP2B_eDBD_HT-SELEX	28473536
Q92481	identical	cisbp	M04047_2.00	M04047_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2B / ENSG00000008196 / T010820_2.00 -> M04047_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00.	15	T010820_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00	TFAP2B	ENSG00000008196	TFAP2B_eDBD_Methyl-HT-SELEX	28473536
Q92481	identical	cisbp	M08701_2.00	M08701_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2B / ENSG00000008196 / T010820_2.00 -> M08701_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00.	15	T010820_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010820_2.00	TFAP2B	ENSG00000008196	AP2B_HUMAN.H11MO.0.B	23175603
Q92754	identical	cisbp	M02756_2.00	M02756_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M02756_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	TFAP2C_1	23332764
Q92754	identical	cisbp	M02757_2.00	M02757_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M02757_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	TFAP2C_2	23332764
Q92754	identical	cisbp	M02758_2.00	M02758_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M02758_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	TFAP2C_3	23332764
Q92754	identical	cisbp	M02759_2.00	M02759_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M02759_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	TFAP2C_4	23332764
Q92754	identical	cisbp	M02760_2.00	M02760_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M02760_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	TFAP2C_5	23332764
Q92754	identical	cisbp	M02761_2.00	M02761_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M02761_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	TFAP2C_6	23332764
Q92754	identical	cisbp	M04048_2.00	M04048_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M04048_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	TFAP2C_eDBD_HT-SELEX	28473536
Q92754	identical	cisbp	M04049_2.00	M04049_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M04049_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	TFAP2C_eDBD_Methyl-HT-SELEX	28473536
Q92754	identical	cisbp	M07783_2.00	M07783_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M07783_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	HeLa-S3_AP2GAMMA_UCD	22955619
Q92754	identical	cisbp	M08702_2.00	M08702_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M08702_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	AP2C_HUMAN.H11MO.0.A	23175603
Q92754	identical	cisbp	M09451_2.00	M09451_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M09451_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	MCF7-TFAP2C_GSE21234	20513432
Q92754	identical	cisbp	M09751_2.00	M09751_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2C / ENSG00000087510 / T010822_2.00 -> M09751_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00.	15	T010822_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010822_2.00	TFAP2C	ENSG00000087510	V$AP2GAMMA_01	16381825
Q6VUC0	identical	cisbp	M04050_2.00	M04050_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2E / ENSG00000116819 / T010823_2.00 -> M04050_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010823_2.00.	15	T010823_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010823_2.00	TFAP2E	ENSG00000116819	TFAP2E_FL_HT-SELEX_1	28473536
Q6VUC0	identical	cisbp	M04051_2.00	M04051_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2E / ENSG00000116819 / T010823_2.00 -> M04051_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010823_2.00.	15	T010823_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010823_2.00	TFAP2E	ENSG00000116819	TFAP2E_FL_HT-SELEX_2	28473536
Q6VUC0	identical	cisbp	M04052_2.00	M04052_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2E / ENSG00000116819 / T010823_2.00 -> M04052_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010823_2.00.	15	T010823_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010823_2.00	TFAP2E	ENSG00000116819	TFAP2E_FL_Methyl-HT-SELEX_1	28473536
Q6VUC0	identical	cisbp	M04053_2.00	M04053_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2E / ENSG00000116819 / T010823_2.00 -> M04053_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010823_2.00.	15	T010823_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010823_2.00	TFAP2E	ENSG00000116819	TFAP2E_FL_Methyl-HT-SELEX_2	28473536
P05549	identical	cisbp	M02762_2.00	M02762_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M02762_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	TFAP2A_1	23332764
P05549	identical	cisbp	M02763_2.00	M02763_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M02763_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	TFAP2A_2	23332764
P05549	identical	cisbp	M02764_2.00	M02764_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M02764_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	TFAP2A_3	23332764
P05549	identical	cisbp	M02765_2.00	M02765_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M02765_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	TFAP2A_4	23332764
P05549	identical	cisbp	M02766_2.00	M02766_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M02766_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	TFAP2A_5	23332764
P05549	identical	cisbp	M02767_2.00	M02767_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M02767_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	TFAP2A_6	23332764
P05549	identical	cisbp	M04054_2.00	M04054_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M04054_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	TFAP2A_FL_HT-SELEX	28473536
P05549	identical	cisbp	M04055_2.00	M04055_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M04055_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	TFAP2A_FL_Methyl-HT-SELEX	28473536
P05549	identical	cisbp	M07784_2.00	M07784_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M07784_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	HeLa-S3_AP2ALPHA_UCD	22955619
P05549	identical	cisbp	M08703_2.00	M08703_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M08703_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	AP2A_HUMAN.H11MO.0.A	23175603
P05549	identical	cisbp	M09755_2.00	M09755_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFAP2A / ENSG00000137203 / T010824_2.00 -> M09755_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00.	15	T010824_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T010824_2.00	TFAP2A	ENSG00000137203	V$AP2ALPHA_01	16381825
Q14865	identical	cisbp	M08707_2.00	M08707_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: ARID5B / ENSG00000150347 / T014544_2.00 -> M08707_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T014544_2.00.	15	T014544_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T014544_2.00	ARID5B	ENSG00000150347	ARI5B_HUMAN.H11MO.0.C	23175603
Q14865	identical	cisbp	M09767_2.00	M09767_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: ARID5B / ENSG00000150347 / T014544_2.00 -> M09767_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T014544_2.00.	15	T014544_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T014544_2.00	ARID5B	ENSG00000150347	V$MRF2_01	16381825
Q9NP71	identical	cisbp	M02772_2.00	M02772_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: MLXIPL / ENSG00000009950 / T034243_2.00 -> M02772_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034243_2.00.	15	T034243_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034243_2.00	MLXIPL	ENSG00000009950	MLXIPL_1	23332764
P19532	identical	cisbp	M02773_2.00	M02773_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFE3 / ENSG00000068323 / T034247_2.00 -> M02773_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034247_2.00.	15	T034247_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034247_2.00	TFE3	ENSG00000068323	TFE3_1	23332764
P19532	identical	cisbp	M04058_2.00	M04058_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFE3 / ENSG00000068323 / T034247_2.00 -> M04058_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034247_2.00.	15	T034247_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034247_2.00	TFE3	ENSG00000068323	TFE3_eDBD_HT-SELEX	28473536
P19532	identical	cisbp	M04059_2.00	M04059_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFE3 / ENSG00000068323 / T034247_2.00 -> M04059_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034247_2.00.	15	T034247_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034247_2.00	TFE3	ENSG00000068323	TFE3_eDBD_Methyl-HT-SELEX	28473536
P19532	identical	cisbp	M08709_2.00	M08709_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: TFE3 / ENSG00000068323 / T034247_2.00 -> M08709_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034247_2.00.	15	T034247_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034247_2.00	TFE3	ENSG00000068323	TFE3_HUMAN.H11MO.0.B	23175603
Q9Y543	identical	cisbp	M04060_2.00	M04060_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: HES2 / ENSG00000069812 / T034248_2.00 -> M04060_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034248_2.00.	15	T034248_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034248_2.00	HES2	ENSG00000069812	HES2_eDBD_HT-SELEX	28473536
Q9Y543	identical	cisbp	M04061_2.00	M04061_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: HES2 / ENSG00000069812 / T034248_2.00 -> M04061_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034248_2.00.	15	T034248_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034248_2.00	HES2	ENSG00000069812	HES2_eDBD_Methyl-HT-SELEX	28473536
Q99583	identical	cisbp	M02774_2.00	M02774_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: MNT / ENSG00000070444 / T034249_2.00 -> M02774_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034249_2.00.	15	T034249_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034249_2.00	MNT	ENSG00000070444	MNT_1	23332764
P36956	identical	cisbp	M04062_2.00	M04062_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: SREBF1 / ENSG00000072310 / T034251_2.00 -> M04062_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00.	15	T034251_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00	SREBF1	ENSG00000072310	SREBF1_eDBD_HT-SELEX_1	28473536
P36956	identical	cisbp	M04063_2.00	M04063_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: SREBF1 / ENSG00000072310 / T034251_2.00 -> M04063_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00.	15	T034251_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00	SREBF1	ENSG00000072310	SREBF1_eDBD_HT-SELEX_2	28473536
P36956	identical	cisbp	M04064_2.00	M04064_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: SREBF1 / ENSG00000072310 / T034251_2.00 -> M04064_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00.	15	T034251_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00	SREBF1	ENSG00000072310	SREBF1_eDBD_Methyl-HT-SELEX_1	28473536
P36956	identical	cisbp	M04065_2.00	M04065_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: SREBF1 / ENSG00000072310 / T034251_2.00 -> M04065_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00.	15	T034251_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00	SREBF1	ENSG00000072310	SREBF1_eDBD_Methyl-HT-SELEX_2	28473536
P36956	identical	cisbp	M08048_2.00	M08048_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: SREBF1 / ENSG00000072310 / T034251_2.00 -> M08048_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00.	15	T034251_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00	SREBF1	ENSG00000072310	MA0595.1	24194598
P36956	identical	cisbp	M08711_2.00	M08711_2.00		0	CISBP_v2_TF_Information_direct	direct_cisbp_v2_tf_information	verified_same_version_source_mapping	Direct Homo sapiens CIS-BP v2 TF_Information.txt mapping: SREBF1 / ENSG00000072310 / T034251_2.00 -> M08711_2.00; CIS-BP report https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00.	15	T034251_2.00	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034251_2.00	SREBF1	ENSG00000072310	SRBP1_HUMAN.H11MO.0.A	23175603
