motif_id	jaspar_name	jaspar_uniprot_id	tf_exists_in_modcredb	motif_file_exists	motif_ref_exists	db_evidence_type	db_mapping_type	matrix_status	status
MA1084.1	WRKY38		not_assessed	yes	no			usable	metadata_unavailable
MA1085.1	WRKY40		not_assessed	yes	no			usable	metadata_unavailable
MA1085.2	WRKY40		not_assessed	yes	no			usable	metadata_unavailable
MA1085.3	WRKY40		not_assessed	yes	no			usable	metadata_unavailable
MA1086.1	WRKY43		not_assessed	yes	no			usable	metadata_unavailable
MA1086.2	WRKY43		not_assessed	yes	no			usable	metadata_unavailable
MA1087.1	WRKY45		not_assessed	yes	no			usable	metadata_unavailable
MA1087.2	WRKY45		not_assessed	yes	no			usable	metadata_unavailable
MA1087.3	WRKY45		not_assessed	yes	no			usable	metadata_unavailable
MA1088.1	WRKY48		not_assessed	yes	no			usable	metadata_unavailable
MA1088.2	WRKY48		not_assessed	yes	no			usable	metadata_unavailable
MA1089.1	WRKY57		not_assessed	yes	no			usable	metadata_unavailable
MA1089.2	WRKY57		not_assessed	yes	no			usable	metadata_unavailable
MA1090.1	WRKY60		not_assessed	yes	no			usable	metadata_unavailable
MA1090.2	WRKY60		not_assessed	yes	no			usable	metadata_unavailable
MA1091.1	WRKY62		not_assessed	yes	no			usable	metadata_unavailable
MA1092.1	WRKY63		not_assessed	yes	no			usable	metadata_unavailable
MA1092.2	WRKY63		not_assessed	yes	no			usable	metadata_unavailable
MA1093.1	WRKY75		not_assessed	yes	no			usable	metadata_unavailable
MA1093.2	WRKY75		not_assessed	yes	no			usable	metadata_unavailable
MA1094.1	WRKY8		not_assessed	yes	no			usable	metadata_unavailable
MA1094.2	WRKY8		not_assessed	yes	no			usable	metadata_unavailable
MA1094.3	WRKY8		not_assessed	yes	no			usable	metadata_unavailable
MA1095.1	ARALYDRAFT_495258		not_assessed	yes	no			usable	metadata_unavailable
MA1096.1	ARALYDRAFT_496250		not_assessed	yes	no			usable	metadata_unavailable
MA1097.1	ARALYDRAFT_493022		not_assessed	yes	no			usable	metadata_unavailable
MA1098.1	ARALYDRAFT_484486		not_assessed	yes	no			usable	metadata_unavailable
MA1099.1	Hes1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA1099.2	HES1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1099.3	HES1		not_assessed	yes	no			usable	metadata_unavailable
MA1100.1	ASCL1		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1100.2	ASCL1		not_assessed	yes	no			usable	metadata_unavailable
MA1100.3	ASCL1		not_assessed	yes	no			usable	metadata_unavailable
MA1101.1	BACH2		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1101.2	BACH2		not_assessed	yes	no			usable	metadata_unavailable
MA1101.3	BACH2		not_assessed	yes	no			usable	metadata_unavailable
MA1102.1	CTCFL		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1102.2	CTCFL		not_assessed	yes	no			usable	metadata_unavailable
MA1102.3	CTCFL		not_assessed	yes	no			usable	metadata_unavailable
MA1103.1	FOXK2		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1103.2	FOXK2		not_assessed	yes	no			usable	metadata_unavailable
MA1103.3	FOXK2		not_assessed	yes	no			usable	metadata_unavailable
MA1104.1	GATA6		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1104.2	GATA6		not_assessed	yes	no			usable	metadata_unavailable
MA1104.3	GATA6		not_assessed	yes	no			usable	metadata_unavailable
MA1105.1	GRHL2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1105.2	GRHL2		not_assessed	yes	no			usable	metadata_unavailable
MA1105.3	GRHL2		not_assessed	yes	no			usable	metadata_unavailable
MA1106.1	HIF1A		not_assessed	yes	no			usable	metadata_unavailable
MA1106.2	HIF1A		not_assessed	yes	no			usable	metadata_unavailable
MA1107.1	KLF9		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1107.2	KLF9		not_assessed	yes	no			usable	metadata_unavailable
MA1107.3	KLF9		not_assessed	yes	no			usable	metadata_unavailable
MA1108.1	MXI1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1108.2	MXI1		not_assessed	yes	no			usable	metadata_unavailable
MA1108.3	MXI1		not_assessed	yes	no			usable	metadata_unavailable
MA1109.1	NEUROD1		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1109.2	NEUROD1		not_assessed	yes	no			usable	metadata_unavailable
MA1110.1	NR1H4		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1110.2	Nr1H4		not_assessed	yes	no			usable	metadata_unavailable
MA1110.3	Nr1H4		not_assessed	yes	no			usable	metadata_unavailable
MA1111.1	NR2F2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1111.2	NR2F2		not_assessed	yes	no			usable	metadata_unavailable
MA1112.1	NR4A1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1112.2	NR4A1		not_assessed	yes	no			usable	metadata_unavailable
MA1112.3	NR4A1		not_assessed	yes	no			usable	metadata_unavailable
MA1113.1	PBX2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1113.2	PBX2		not_assessed	yes	no			usable	metadata_unavailable
MA1113.3	PBX2		not_assessed	yes	no			usable	metadata_unavailable
MA1114.1	PBX3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1114.2	PBX3		not_assessed	yes	no			usable	metadata_unavailable
MA1115.1	POU5F1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1115.2	POU5F1		not_assessed	yes	no			usable	metadata_unavailable
MA1116.1	RBPJ		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1116.2	RBPJ		not_assessed	yes	no			usable	metadata_unavailable
MA1117.1	RELB		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1117.2	RELB		not_assessed	yes	no			usable	metadata_unavailable
MA1118.1	SIX1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1118.2	SIX1		not_assessed	yes	no			usable	metadata_unavailable
MA1119.1	SIX2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1119.2	SIX2		not_assessed	yes	no			usable	metadata_unavailable
MA1120.1	SOX13		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1120.2	SOX13		not_assessed	yes	no			usable	metadata_unavailable
MA1121.1	TEAD2		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1121.2	TEAD2		not_assessed	yes	no			usable	metadata_unavailable
MA1122.1	TFDP1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1122.2	TFDP1		not_assessed	yes	no			usable	metadata_unavailable
MA1123.1	TWIST1		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1123.2	TWIST1		not_assessed	yes	no			usable	metadata_unavailable
MA1123.3	TWIST1		not_assessed	yes	no			usable	metadata_unavailable
MA1124.1	ZNF24		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1125.1	ZNF384		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1125.2	ZNF384		not_assessed	yes	no			usable	metadata_unavailable
MA1126.1	FOS::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1126.2	FOS::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1127.1	FOSB::JUN		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1128.1	FOSL1::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1128.2	FOSL1::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1129.1	FOSL1::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1130.1	FOSL2::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1130.2	FOSL2::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1131.1	FOSL2::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1131.2	FOSL2::JUN		not_assessed	yes	no			usable	metadata_unavailable
MA1132.1	JUN::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1132.2	JUN::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1133.1	JUN::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1133.2	JUN::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1134.1	FOS::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1134.2	FOS::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1135.1	FOSB::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1135.2	FOSB::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1136.1	FOSB::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1137.1	FOSL1::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1137.2	FOSL1::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1138.1	FOSL2::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1138.2	FOSL2::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1139.1	FOSL2::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1139.2	FOSL2::JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1140.1	JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1140.2	JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1140.3	JUNB		not_assessed	yes	no			usable	metadata_unavailable
MA1141.1	FOS::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1141.2	FOS::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1142.1	FOSL1::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1142.2	FOSL1::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1143.1	FOSL1::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1143.2	FOSL1::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1144.1	FOSL2::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1144.2	FOSL2::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1145.1	FOSL2::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1145.2	FOSL2::JUND		not_assessed	yes	no			usable	metadata_unavailable
MA1146.1	NR1H4::RXRA		not_assessed	yes	no			usable	metadata_unavailable
MA1146.2	NR1H4::RXRA		not_assessed	yes	no			usable	metadata_unavailable
MA1147.1	NR4A2::RXRA		not_assessed	yes	no			usable	metadata_unavailable
MA1147.2	NR4A2::RXRA		not_assessed	yes	no			usable	metadata_unavailable
MA1148.1	PPARA::RXRA		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1148.2	PPARA::RXRA		not_assessed	yes	no			usable	metadata_unavailable
MA1149.1	RARA::RXRG		not_assessed	yes	no			usable	metadata_unavailable
MA1149.2	RARA::RXRG		not_assessed	yes	no			usable	metadata_unavailable
MA1150.1	RORB		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1150.2	RORB		not_assessed	yes	no			usable	metadata_unavailable
MA1151.1	RORC		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1151.2	RORC		not_assessed	yes	no			usable	metadata_unavailable
MA1152.1	SOX15		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1152.2	SOX15		not_assessed	yes	no			usable	metadata_unavailable
MA1153.1	Smad4		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA1153.2	Smad4		not_assessed	yes	no			usable	metadata_unavailable
MA1154.1	ZNF282		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1154.2	ZNF282		not_assessed	yes	no			usable	metadata_unavailable
MA1155.1	ZSCAN4		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA1156.1	JKD		not_assessed	yes	no			usable	metadata_unavailable
MA1156.2	JKD		not_assessed	yes	no			usable	metadata_unavailable
MA1157.1	NUC		not_assessed	yes	no			usable	metadata_unavailable
MA1157.2	NUC		not_assessed	yes	no			usable	metadata_unavailable
MA1158.1	MGP		not_assessed	yes	no			usable	metadata_unavailable
MA1158.2	MGP		not_assessed	yes	no			usable	metadata_unavailable
MA1159.1	SGR5		not_assessed	yes	no			usable	metadata_unavailable
MA1159.2	SGR5		not_assessed	yes	no			usable	metadata_unavailable
MA1160.1	IDD6		not_assessed	yes	no			usable	metadata_unavailable
MA1160.2	IDD6		not_assessed	yes	no			usable	metadata_unavailable
MA1161.1	TSO1		not_assessed	yes	no			usable	metadata_unavailable
MA1162.1	TCX2		not_assessed	yes	no			usable	metadata_unavailable
MA1163.1	PHL11		not_assessed	yes	no			usable	metadata_unavailable
MA1163.2	PHL11		not_assessed	yes	no			usable	metadata_unavailable
MA1163.3	PHL11		not_assessed	yes	no			usable	metadata_unavailable
MA1164.1	HHO5		not_assessed	yes	no			usable	metadata_unavailable
MA1164.2	HHO5		not_assessed	yes	no			usable	metadata_unavailable
MA1165.1	HHO6		not_assessed	yes	no			usable	metadata_unavailable
MA1165.2	HHO6		not_assessed	yes	no			usable	metadata_unavailable
MA1165.3	HHO6		not_assessed	yes	no			usable	metadata_unavailable
MA1166.1	PHL12		not_assessed	yes	no			usable	metadata_unavailable
MA1166.2	PHL12		not_assessed	yes	no			usable	metadata_unavailable
MA1167.1	EFM		not_assessed	yes	no			usable	metadata_unavailable
MA1167.2	EFM		not_assessed	yes	no			usable	metadata_unavailable
MA1168.1	MYR2		not_assessed	yes	no			usable	metadata_unavailable
MA1168.2	MYR2		not_assessed	yes	no			usable	metadata_unavailable
MA1169.1	MYB105		not_assessed	yes	no			usable	metadata_unavailable
MA1170.1	MYB118		not_assessed	yes	no			usable	metadata_unavailable
MA1170.2	MYB118		not_assessed	yes	no			usable	metadata_unavailable
MA1171.1	MYB52		not_assessed	yes	no			usable	metadata_unavailable
MA1171.2	MYB52		not_assessed	yes	no			usable	metadata_unavailable
MA1172.1	MYB3R5		not_assessed	yes	no			usable	metadata_unavailable
MA1172.2	MYB3R5		not_assessed	yes	no			usable	metadata_unavailable
MA1173.1	MYB101		not_assessed	yes	no			usable	metadata_unavailable
MA1173.2	MYB101		not_assessed	yes	no			usable	metadata_unavailable
MA1174.1	MYB56		not_assessed	yes	no			usable	metadata_unavailable
MA1174.2	MYB56		not_assessed	yes	no			usable	metadata_unavailable
MA1175.1	MYB81		not_assessed	yes	no			usable	metadata_unavailable
MA1175.2	MYB81		not_assessed	yes	no			usable	metadata_unavailable
MA1176.1	MYB119		not_assessed	yes	no			usable	metadata_unavailable
MA1176.2	MYB119		not_assessed	yes	no			usable	metadata_unavailable
MA1177.1	MYB65		not_assessed	yes	no			usable	metadata_unavailable
MA1177.2	MYB65		not_assessed	yes	no			usable	metadata_unavailable
MA1178.1	MYB3R1		not_assessed	yes	no			usable	metadata_unavailable
MA1178.2	MYB3R1		not_assessed	yes	no			usable	metadata_unavailable
MA1178.3	MYB3R1		not_assessed	yes	no			usable	metadata_unavailable
MA1179.1	MYB1		not_assessed	yes	no			usable	metadata_unavailable
MA1179.2	MYB1		not_assessed	yes	no			usable	metadata_unavailable
MA1180.1	MYB3R4		not_assessed	yes	no			usable	metadata_unavailable
MA1180.2	MYB3R4		not_assessed	yes	no			usable	metadata_unavailable
MA1181.1	MYB113		not_assessed	yes	no			usable	metadata_unavailable
MA1181.2	MYB113		not_assessed	yes	no			usable	metadata_unavailable
MA1182.1	RVE8		not_assessed	yes	no			usable	metadata_unavailable
MA1182.2	RVE8		not_assessed	yes	no			usable	metadata_unavailable
MA1183.1	RVE6		not_assessed	yes	no			usable	metadata_unavailable
MA1183.2	RVE6		not_assessed	yes	no			usable	metadata_unavailable
MA1184.1	RVE1		not_assessed	yes	no			usable	metadata_unavailable
MA1184.2	RVE1		not_assessed	yes	no			usable	metadata_unavailable
MA1185.1	LHY		not_assessed	yes	no			usable	metadata_unavailable
MA1185.2	LHY		not_assessed	yes	no			usable	metadata_unavailable
MA1186.1	YAB4		not_assessed	yes	no			usable	metadata_unavailable
MA1186.2	YAB4		not_assessed	yes	no			usable	metadata_unavailable
MA1187.1	RVE4		not_assessed	yes	no			usable	metadata_unavailable
MA1187.2	RVE4		not_assessed	yes	no			usable	metadata_unavailable
MA1188.1	At3g11280		not_assessed	yes	no			usable	metadata_unavailable
MA1189.1	AT5G61620		not_assessed	yes	no			usable	metadata_unavailable
MA1189.2	AT5G61620		not_assessed	yes	no			usable	metadata_unavailable
MA1190.1	RVE5		not_assessed	yes	no			usable	metadata_unavailable
MA1190.2	RVE5		not_assessed	yes	no			usable	metadata_unavailable
MA1191.1	RVE7L		not_assessed	yes	no			usable	metadata_unavailable
MA1191.2	RVE7L		not_assessed	yes	no			usable	metadata_unavailable
MA1192.1	DIV1		not_assessed	yes	no			usable	metadata_unavailable
MA1192.2	DIV1		not_assessed	yes	no			usable	metadata_unavailable
MA1193.1	AT2G38090		not_assessed	yes	no			usable	metadata_unavailable
MA1193.2	AT2G38090		not_assessed	yes	no			usable	metadata_unavailable
MA1194.1	AT3G10580		not_assessed	yes	no			usable	metadata_unavailable
MA1194.2	AT3G10580		not_assessed	yes	no			usable	metadata_unavailable
MA1195.1	AT5G56840		not_assessed	yes	no			usable	metadata_unavailable
MA1195.2	AT5G56840		not_assessed	yes	no			usable	metadata_unavailable
MA1196.1	AT5G05790		not_assessed	yes	no			usable	metadata_unavailable
MA1196.2	AT5G05790		not_assessed	yes	no			usable	metadata_unavailable
MA1197.1	CAMTA1		not_assessed	yes	no			usable	metadata_unavailable
MA1197.2	CAMTA1		not_assessed	yes	no			usable	metadata_unavailable
MA1198.1	HAT2		not_assessed	yes	no			usable	metadata_unavailable
MA1198.2	HAT2		not_assessed	yes	no			usable	metadata_unavailable
MA1199.1	AGL16		not_assessed	yes	no			usable	metadata_unavailable
MA1202.1	AGL55		not_assessed	yes	no			usable	metadata_unavailable
MA1203.1	AGL63		not_assessed	yes	no			usable	metadata_unavailable
MA1204.1	AGL13		not_assessed	yes	no			usable	metadata_unavailable
MA1205.1	AGL6		not_assessed	yes	no			usable	metadata_unavailable
MA1206.1	ARF2		not_assessed	yes	no			usable	metadata_unavailable
MA1206.2	ARF2		not_assessed	yes	no			usable	metadata_unavailable
MA1207.1	GT-3a		not_assessed	yes	no			usable	metadata_unavailable
MA1207.2	GT-3a		not_assessed	yes	no			usable	metadata_unavailable
MA1208.1	GT-2		not_assessed	yes	no			usable	metadata_unavailable
MA1208.2	GT-2		not_assessed	yes	no			usable	metadata_unavailable
MA1209.1	ATHB-20		not_assessed	yes	no			usable	metadata_unavailable
MA1209.2	ATHB-20		not_assessed	yes	no			usable	metadata_unavailable
MA1210.1	HAT22		not_assessed	yes	no			usable	metadata_unavailable
MA1210.2	HAT22		not_assessed	yes	no			usable	metadata_unavailable
MA1210.3	HAT22		not_assessed	yes	no			usable	metadata_unavailable
MA1211.1	ATHB-X		not_assessed	yes	no			usable	metadata_unavailable
MA1211.2	ATHB-X		not_assessed	yes	no			usable	metadata_unavailable
MA1212.1	ATHB-13		not_assessed	yes	no			usable	metadata_unavailable
MA1212.2	ATHB-13		not_assessed	yes	no			usable	metadata_unavailable
MA1213.1	ATHB-21		not_assessed	yes	no			usable	metadata_unavailable
MA1213.2	ZHD3		not_assessed	yes	no			usable	metadata_unavailable
MA1213.3	ZHD3		not_assessed	yes	no			usable	metadata_unavailable
MA1214.1	ATHB-40		not_assessed	yes	no			usable	metadata_unavailable
MA1214.2	ATHB-40		not_assessed	yes	no			usable	metadata_unavailable
MA1215.1	ATHB-53		not_assessed	yes	no			usable	metadata_unavailable
MA1215.2	ATHB-53		not_assessed	yes	no			usable	metadata_unavailable
MA1218.1	DREB1D		not_assessed	yes	no			usable	metadata_unavailable
MA1218.2	DREB1D		not_assessed	yes	no			usable	metadata_unavailable
MA1219.1	ERF011		not_assessed	yes	no			usable	metadata_unavailable
MA1219.2	ERF011		not_assessed	yes	no			usable	metadata_unavailable
MA1219.3	ERF011		not_assessed	yes	no			usable	metadata_unavailable
MA1220.1	TINY		not_assessed	yes	no			usable	metadata_unavailable
MA1220.2	TINY		not_assessed	yes	no			usable	metadata_unavailable
MA1221.1	RAP2-6		not_assessed	yes	no			usable	metadata_unavailable
MA1222.1	ERF014		not_assessed	yes	no			usable	metadata_unavailable
MA1223.1	ERF035		not_assessed	yes	no			usable	metadata_unavailable
MA1223.2	ERF035		not_assessed	yes	no			usable	metadata_unavailable
MA1225.1	ERF5		not_assessed	yes	no			usable	metadata_unavailable
MA1226.1	DREB2G		not_assessed	yes	no			usable	metadata_unavailable
MA1226.2	DREB2G		not_assessed	yes	no			usable	metadata_unavailable
MA1227.1	ERF027		not_assessed	yes	no			usable	metadata_unavailable
MA1227.2	ERF027		not_assessed	yes	no			usable	metadata_unavailable
MA1227.3	ERF027		not_assessed	yes	no			usable	metadata_unavailable
MA1228.1	ERF091		not_assessed	yes	no			usable	metadata_unavailable
MA1228.2	ERF091		not_assessed	yes	no			usable	metadata_unavailable
MA1229.1	ERF034		not_assessed	yes	no			usable	metadata_unavailable
MA1229.2	ERF034		not_assessed	yes	no			usable	metadata_unavailable
MA1230.1	ERF037		not_assessed	yes	no			usable	metadata_unavailable
MA1230.2	ERF037		not_assessed	yes	no			usable	metadata_unavailable
MA1231.1	ERF15		not_assessed	yes	no			usable	metadata_unavailable
MA1231.2	ERF15		not_assessed	yes	no			usable	metadata_unavailable
MA1231.3	ERF15		not_assessed	yes	no			usable	metadata_unavailable
MA1232.1	ERF054		not_assessed	yes	no			usable	metadata_unavailable
MA1232.2	ERF054		not_assessed	yes	no			usable	metadata_unavailable
MA1233.1	ERF021		not_assessed	yes	no			usable	metadata_unavailable
MA1233.2	ERF021		not_assessed	yes	no			usable	metadata_unavailable
MA1233.3	ERF021		not_assessed	yes	no			usable	metadata_unavailable
MA1234.1	ERF017		not_assessed	yes	no			usable	metadata_unavailable
MA1234.2	ERF017		not_assessed	yes	no			usable	metadata_unavailable
MA1235.1	AIL7		not_assessed	yes	no			usable	metadata_unavailable
MA1238.1	ERF038		not_assessed	yes	no			usable	metadata_unavailable
MA1238.2	ERF038		not_assessed	yes	no			usable	metadata_unavailable
MA1238.3	ERF038		not_assessed	yes	no			usable	metadata_unavailable
MA1239.1	ERF104		not_assessed	yes	no			usable	metadata_unavailable
MA1239.2	ERF104		not_assessed	yes	no			usable	metadata_unavailable
MA1240.1	ERF10		not_assessed	yes	no			usable	metadata_unavailable
MA1240.2	ERF077		not_assessed	yes	no			usable	metadata_unavailable
MA1241.1	ERF043		not_assessed	yes	no			usable	metadata_unavailable
MA1241.2	ERF043		not_assessed	yes	no			usable	metadata_unavailable
MA1242.1	DREB2F		not_assessed	yes	no			usable	metadata_unavailable
MA1243.1	DREB2E		not_assessed	yes	no			usable	metadata_unavailable
MA1243.2	DREB2E		not_assessed	yes	no			usable	metadata_unavailable
MA1244.1	ABR1		not_assessed	yes	no			usable	metadata_unavailable
MA1244.2	ABR1		not_assessed	yes	no			usable	metadata_unavailable
MA1245.1	ERF112		not_assessed	yes	no			usable	metadata_unavailable
MA1245.2	ERF112		not_assessed	yes	no			usable	metadata_unavailable
MA1245.3	ERF112		not_assessed	yes	no			usable	metadata_unavailable
MA1246.1	LEP		not_assessed	yes	no			usable	metadata_unavailable
MA1246.2	LEP		not_assessed	yes	no			usable	metadata_unavailable
MA1247.1	ERF087		not_assessed	yes	no			usable	metadata_unavailable
MA1247.2	ERF087		not_assessed	yes	no			usable	metadata_unavailable
MA1248.1	ERF012		not_assessed	yes	no			usable	metadata_unavailable
MA1248.2	ERF012		not_assessed	yes	no			usable	metadata_unavailable
MA1250.1	DREB2D		not_assessed	yes	no			usable	metadata_unavailable
MA1250.2	DREB2D		not_assessed	yes	no			usable	metadata_unavailable
MA1251.1	RAP2-9		not_assessed	yes	no			usable	metadata_unavailable
MA1251.2	RAP2-9		not_assessed	yes	no			usable	metadata_unavailable
MA1252.1	ERF086		not_assessed	yes	no			usable	metadata_unavailable
MA1252.2	ERF086		not_assessed	yes	no			usable	metadata_unavailable
MA1253.1	ERF036		not_assessed	yes	no			usable	metadata_unavailable
MA1253.2	ERF036		not_assessed	yes	no			usable	metadata_unavailable
MA1256.1	RAP2-12		not_assessed	yes	no			usable	metadata_unavailable
MA1256.2	RAP2-12		not_assessed	yes	no			usable	metadata_unavailable
MA1257.1	ERF9		not_assessed	yes	no			usable	metadata_unavailable
MA1257.2	ERF9		not_assessed	yes	no			usable	metadata_unavailable
MA1258.1	DREB2A		not_assessed	yes	no			usable	metadata_unavailable
MA1258.2	DREB2A		not_assessed	yes	no			usable	metadata_unavailable
MA1259.1	ERF023		not_assessed	yes	no			usable	metadata_unavailable
MA1259.2	ERF023		not_assessed	yes	no			usable	metadata_unavailable
MA1260.1	ERF013		not_assessed	yes	no			usable	metadata_unavailable
MA1260.2	ERF013		not_assessed	yes	no			usable	metadata_unavailable
MA1261.1	ERF122		not_assessed	yes	no			usable	metadata_unavailable
MA1261.2	ERF122		not_assessed	yes	no			usable	metadata_unavailable
MA1262.1	ERF2		not_assessed	yes	no			usable	metadata_unavailable
MA1262.2	ERF2		not_assessed	yes	no			usable	metadata_unavailable
MA1263.1	ERF055		not_assessed	yes	no			usable	metadata_unavailable
MA1263.2	ERF055		not_assessed	yes	no			usable	metadata_unavailable
MA1264.1	ERF095		not_assessed	yes	no			usable	metadata_unavailable
MA1264.2	ERF095		not_assessed	yes	no			usable	metadata_unavailable
MA1265.1	ERF015		not_assessed	yes	no			usable	metadata_unavailable
MA1265.2	ERF015		not_assessed	yes	no			usable	metadata_unavailable
MA1265.3	ERF015		not_assessed	yes	no			usable	metadata_unavailable
MA1266.1	RAP2-11		not_assessed	yes	no			usable	metadata_unavailable
MA1266.2	RAP2-11		not_assessed	yes	no			usable	metadata_unavailable
MA1267.1	DOF5.8		not_assessed	yes	no			usable	metadata_unavailable
MA1267.2	DOF5.8		not_assessed	yes	no			usable	metadata_unavailable
MA1268.1	CDF5		not_assessed	yes	no			usable	metadata_unavailable
MA1268.2	CDF5		not_assessed	yes	no			usable	metadata_unavailable
