motif_id	jaspar_name	jaspar_uniprot_id	tf_exists_in_modcredb	motif_file_exists	motif_ref_exists	db_evidence_type	db_mapping_type	matrix_status	status
MA0507.3	POU2F2		not_assessed	yes	no			usable	metadata_unavailable
MA0508.1	PRDM1		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0508.2	PRDM1		not_assessed	yes	no			usable	metadata_unavailable
MA0508.3	PRDM1		not_assessed	yes	no			usable	metadata_unavailable
MA0508.4	PRDM1		not_assessed	yes	no			usable	metadata_unavailable
MA0509.1	Rfx1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0509.2	RFX1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0509.3	RFX1		not_assessed	yes	no			usable	metadata_unavailable
MA0510.1	RFX5		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0510.2	RFX5		not_assessed	yes	no			usable	metadata_unavailable
MA0510.3	RFX5		not_assessed	yes	no			usable	metadata_unavailable
MA0511.1	RUNX2		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0511.2	RUNX2		not_assessed	yes	no			usable	metadata_unavailable
MA0512.1	Rxra		not_assessed	yes	no			usable	metadata_unavailable
MA0512.2	Rxra		not_assessed	yes	no			usable	metadata_unavailable
MA0514.1	Sox3		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0514.2	Sox3		not_assessed	yes	no			usable	metadata_unavailable
MA0514.3	Sox3		not_assessed	yes	no			usable	metadata_unavailable
MA0515.1	Sox6		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0516.1	SP2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0516.2	SP2		not_assessed	yes	no			usable	metadata_unavailable
MA0516.3	SP2		not_assessed	yes	no			usable	metadata_unavailable
MA0517.1	STAT1::STAT2		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0517.2	STAT1::STAT2		not_assessed	yes	no			usable	metadata_unavailable
MA0518.1	Stat4		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0518.2	Stat4		not_assessed	yes	no			usable	metadata_unavailable
MA0519.1	Stat5a::Stat5b		not_assessed	yes	yes	homologous	close_homolog	usable	metadata_unavailable
MA0519.2	Stat5a::Stat5b		not_assessed	yes	no			usable	metadata_unavailable
MA0520.1	Stat6		not_assessed	yes	yes	homologous	close_homolog	usable	metadata_unavailable
MA0520.2	Stat6		not_assessed	yes	no			usable	metadata_unavailable
MA0521.1	Tcf12		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0521.2	Tcf12		not_assessed	yes	no			usable	metadata_unavailable
MA0521.3	Tcf12		not_assessed	yes	no			usable	metadata_unavailable
MA0522.1	Tcf3		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0522.2	TCF3		not_assessed	yes	no			usable	metadata_unavailable
MA0522.3	TCF3		not_assessed	yes	no			usable	metadata_unavailable
MA0522.4	TCF3		not_assessed	yes	no			usable	metadata_unavailable
MA0523.1	TCF7L2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0523.2	TCF7L2		not_assessed	yes	no			usable	metadata_unavailable
MA0524.1	TFAP2C		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0524.2	TFAP2C		not_assessed	yes	no			usable	metadata_unavailable
MA0524.3	TFAP2C		not_assessed	yes	no			usable	metadata_unavailable
MA0525.1	TP63		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0525.2	TP63		not_assessed	yes	no			usable	metadata_unavailable
MA0526.1	USF2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0526.2	USF2		not_assessed	yes	no			usable	metadata_unavailable
MA0526.3	USF2		not_assessed	yes	no			usable	metadata_unavailable
MA0526.4	USF2		not_assessed	yes	no			usable	metadata_unavailable
MA0526.5	USF2		not_assessed	yes	no			usable	metadata_unavailable
MA0527.1	ZBTB33		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0527.2	ZBTB33		not_assessed	yes	no			usable	metadata_unavailable
MA0528.1	ZNF263		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0528.2	ZNF263		not_assessed	yes	no			usable	metadata_unavailable
MA0528.3	ZNF263		not_assessed	yes	no			usable	metadata_unavailable
MA0529.1	BEAF-32		not_assessed	yes	no			usable	metadata_unavailable
MA0529.2	BEAF-32		not_assessed	yes	no			usable	metadata_unavailable
MA0529.3	BEAF-32		not_assessed	yes	no			usable	metadata_unavailable
MA0530.1	cnc::maf-S		not_assessed	yes	no			usable	metadata_unavailable
MA0530.2	cnc::maf-S		not_assessed	yes	no			usable	metadata_unavailable
MA0531.1	CTCF		not_assessed	yes	no			usable	metadata_unavailable
MA0531.2	CTCF		not_assessed	yes	no			usable	metadata_unavailable
MA0532.1	Stat92E		not_assessed	yes	no			usable	metadata_unavailable
MA0532.2	Stat92E		not_assessed	yes	no			usable	metadata_unavailable
MA0533.1	su(Hw)		not_assessed	yes	no			usable	metadata_unavailable
MA0534.1	EcR::usp		not_assessed	yes	no			usable	metadata_unavailable
MA0535.1	Mad		not_assessed	yes	no			usable	metadata_unavailable
MA0536.1	pnr		not_assessed	yes	no			usable	metadata_unavailable
MA0536.2	pnr		not_assessed	yes	no			usable	metadata_unavailable
MA0537.1	blmp-1		not_assessed	yes	no			usable	metadata_unavailable
MA0538.1	daf-12		not_assessed	yes	no			usable	metadata_unavailable
MA0538.2	daf-12		not_assessed	yes	no			usable	metadata_unavailable
MA0541.1	efl-1		not_assessed	yes	no			usable	metadata_unavailable
MA0541.2	efl-1		not_assessed	yes	no			usable	metadata_unavailable
MA0542.1	elt-3		not_assessed	yes	no			usable	metadata_unavailable
MA0543.1	eor-1		not_assessed	yes	no			usable	metadata_unavailable
MA0543.2	eor-1		not_assessed	yes	no			usable	metadata_unavailable
MA0544.1	snpc-4		not_assessed	yes	no			usable	metadata_unavailable
MA0545.1	hlh-1		not_assessed	yes	no			usable	metadata_unavailable
MA0545.2	hlh-1		not_assessed	yes	no			usable	metadata_unavailable
MA0546.1	pha-4		not_assessed	yes	no			usable	metadata_unavailable
MA0547.1	skn-1		not_assessed	yes	no			usable	metadata_unavailable
MA0547.2	skn-1		not_assessed	yes	no			usable	metadata_unavailable
MA0548.1	AGL15		not_assessed	yes	no			usable	metadata_unavailable
MA0548.2	AGL15		not_assessed	yes	no			usable	metadata_unavailable
MA0548.3	AGL15		not_assessed	yes	no			usable	metadata_unavailable
MA0549.1	BZR2		not_assessed	yes	no			usable	metadata_unavailable
MA0549.2	BZR2		not_assessed	yes	no			usable	metadata_unavailable
MA0550.1	BZR1		not_assessed	yes	no			usable	metadata_unavailable
MA0550.2	BZR1		not_assessed	yes	no			usable	metadata_unavailable
MA0550.3	BZR1		not_assessed	yes	no			usable	metadata_unavailable
MA0551.1	HY5		not_assessed	yes	no			usable	metadata_unavailable
MA0551.2	HY5		not_assessed	yes	no			usable	metadata_unavailable
MA0552.1	PIF1		not_assessed	yes	no			usable	metadata_unavailable
MA0552.2	PIF1		not_assessed	yes	no			usable	metadata_unavailable
MA0553.1	SMZ		not_assessed	yes	no			usable	metadata_unavailable
MA0554.1	SOC1		not_assessed	yes	no			usable	metadata_unavailable
MA0554.2	SOC1		not_assessed	yes	no			usable	metadata_unavailable
MA0555.1	SVP		not_assessed	yes	no			usable	metadata_unavailable
MA0555.2	SVP		not_assessed	yes	no			usable	metadata_unavailable
MA0556.1	AP3		not_assessed	yes	no			usable	metadata_unavailable
MA0556.2	AP3		not_assessed	yes	no			usable	metadata_unavailable
MA0557.1	FHY3		not_assessed	yes	no			usable	metadata_unavailable
MA0557.2	FHY3		not_assessed	yes	no			usable	metadata_unavailable
MA0558.1	FLC		not_assessed	yes	no			usable	metadata_unavailable
MA0558.2	FLC		not_assessed	yes	no			usable	metadata_unavailable
MA0559.1	PI		not_assessed	yes	no			usable	metadata_unavailable
MA0560.1	PIF3		not_assessed	yes	no			usable	metadata_unavailable
MA0560.2	PIF3		not_assessed	yes	no			usable	metadata_unavailable
MA0561.1	PIF4		not_assessed	yes	no			usable	metadata_unavailable
MA0562.1	PIF5		not_assessed	yes	no			usable	metadata_unavailable
MA0563.1	SEP3		not_assessed	yes	no			usable	metadata_unavailable
MA0563.2	SEP3		not_assessed	yes	no			usable	metadata_unavailable
MA0564.1	ABI3		not_assessed	yes	no			usable	metadata_unavailable
MA0564.2	ABI3		not_assessed	yes	no			usable	metadata_unavailable
MA0565.1	FUS3		not_assessed	yes	no			usable	metadata_unavailable
MA0565.2	FUS3		not_assessed	yes	no			usable	metadata_unavailable
MA0565.3	FUS3		not_assessed	yes	no			usable	metadata_unavailable
MA0566.1	MYC2		not_assessed	yes	no			usable	metadata_unavailable
MA0567.1	ERF1B		not_assessed	yes	no			usable	metadata_unavailable
MA0568.1	MYC3		not_assessed	yes	no			usable	metadata_unavailable
MA0568.2	MYC3		not_assessed	yes	no			usable	metadata_unavailable
MA0569.1	MYC4		not_assessed	yes	no			usable	metadata_unavailable
MA0569.2	MYC4		not_assessed	yes	no			usable	metadata_unavailable
MA0570.1	ABF1		not_assessed	yes	no			usable	metadata_unavailable
MA0570.2	ABF1		not_assessed	yes	no			usable	metadata_unavailable
MA0570.3	ABF1		not_assessed	yes	no			usable	metadata_unavailable
MA0571.1	ANT		not_assessed	yes	no			usable	metadata_unavailable
MA0571.2	ANT		not_assessed	yes	no			usable	metadata_unavailable
MA0573.1	ATHB-9		not_assessed	yes	no			usable	metadata_unavailable
MA0573.2	ATHB-9		not_assessed	yes	no			usable	metadata_unavailable
MA0574.1	MYB15		not_assessed	yes	no			usable	metadata_unavailable
MA0575.1	MYB77		not_assessed	yes	no			usable	metadata_unavailable
MA0575.2	MYB77		not_assessed	yes	no			usable	metadata_unavailable
MA0576.1	RAX3		not_assessed	yes	no			usable	metadata_unavailable
MA0576.2	RAX3		not_assessed	yes	no			usable	metadata_unavailable
MA0577.1	SPL3		not_assessed	yes	no			usable	metadata_unavailable
MA0577.2	SPL3		not_assessed	yes	no			usable	metadata_unavailable
MA0577.3	SPL3		not_assessed	yes	no			usable	metadata_unavailable
MA0577.4	SPL3		not_assessed	yes	no			usable	metadata_unavailable
MA0578.1	SPL8		not_assessed	yes	no			usable	metadata_unavailable
MA0579.1	CDC5		not_assessed	yes	no			usable	metadata_unavailable
MA0579.2	CDC5		not_assessed	yes	no			usable	metadata_unavailable
MA0580.1	DYT1		not_assessed	yes	no			usable	metadata_unavailable
MA0581.1	LEC2		not_assessed	yes	no			usable	metadata_unavailable
MA0581.2	LEC2		not_assessed	yes	no			usable	metadata_unavailable
MA0582.1	RAV1		not_assessed	yes	no			usable	metadata_unavailable
MA0582.2	RAV1		not_assessed	yes	no			usable	metadata_unavailable
MA0584.1	SEP1		not_assessed	yes	no			usable	metadata_unavailable
MA0584.2	SEP1		not_assessed	yes	no			usable	metadata_unavailable
MA0585.1	AGL1		not_assessed	yes	no			usable	metadata_unavailable
MA0585.2	AGL1		not_assessed	yes	no			usable	metadata_unavailable
MA0586.1	SPL14		not_assessed	yes	no			usable	metadata_unavailable
MA0586.2	SPL14		not_assessed	yes	no			usable	metadata_unavailable
MA0586.3	SPL14		not_assessed	yes	no			usable	metadata_unavailable
MA0587.1	TCP16		not_assessed	yes	no			usable	metadata_unavailable
MA0587.2	TCP16		not_assessed	yes	no			usable	metadata_unavailable
MA0588.1	TGA1		not_assessed	yes	no			usable	metadata_unavailable
MA0588.2	TGA1		not_assessed	yes	no			usable	metadata_unavailable
MA0589.1	WRKY1		not_assessed	yes	no			usable	metadata_unavailable
MA0589.2	WRKY1		not_assessed	yes	no			usable	metadata_unavailable
MA0590.1	LFY		not_assessed	yes	no			usable	metadata_unavailable
MA0591.1	Bach1::Mafk		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0591.2	Bach1::Mafk		not_assessed	yes	no			usable	metadata_unavailable
MA0592.1	ESRRA		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0592.2	Esrra		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0592.3	ESRRA		not_assessed	yes	no			usable	metadata_unavailable
MA0592.4	ESRRA		not_assessed	yes	no			usable	metadata_unavailable
MA0593.1	FOXP2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0593.2	FOXP2		not_assessed	yes	no			usable	metadata_unavailable
MA0594.1	Hoxa9		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0594.2	HOXA9		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0594.3	HOXA9		not_assessed	yes	no			usable	metadata_unavailable
MA0595.1	SREBF1		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0596.1	SREBF2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0597.1	THAP1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0597.2	THAP1		not_assessed	yes	no			usable	metadata_unavailable
MA0597.3	THAP1		not_assessed	yes	no			usable	metadata_unavailable
MA0598.1	EHF		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0598.2	EHF		not_assessed	yes	no			usable	metadata_unavailable
MA0598.3	EHF		not_assessed	yes	no			usable	metadata_unavailable
MA0598.4	EHF		not_assessed	yes	no			usable	metadata_unavailable
MA0599.1	KLF5		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0600.1	RFX2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0600.2	RFX2		not_assessed	yes	no			usable	metadata_unavailable
MA0600.3	RFX2		not_assessed	yes	no			usable	metadata_unavailable
MA0601.1	Arid3b		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0601.2	Arid3b		not_assessed	yes	no			usable	metadata_unavailable
MA0602.1	Arid5a		not_assessed	yes	yes	homologous	close_homolog	usable	metadata_unavailable
MA0602.2	Arid5a		not_assessed	yes	no			usable	metadata_unavailable
MA0603.1	Arntl		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0603.2	Arntl		not_assessed	yes	no			usable	metadata_unavailable
MA0604.1	Atf1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0605.1	Atf3		not_assessed	yes	no			usable	metadata_unavailable
MA0605.2	ATF3		not_assessed	yes	yes	identical	direct_or_identical	usable	metadata_unavailable
MA0605.3	ATF3		not_assessed	yes	no			usable	metadata_unavailable
MA0606.1	NFAT5		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0606.2	Nfat5		not_assessed	yes	no			usable	metadata_unavailable
MA0606.3	Nfat5		not_assessed	yes	no			usable	metadata_unavailable
MA0607.1	Bhlha15		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0607.2	BHLHA15		not_assessed	yes	no			usable	metadata_unavailable
MA0608.1	Creb3l2		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0609.1	Crem		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0609.2	CREM		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0609.3	CREM		not_assessed	yes	no			usable	metadata_unavailable
MA0610.1	DMRT3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0610.2	DMRT3		not_assessed	yes	no			usable	metadata_unavailable
MA0611.1	Dux		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0611.2	Dux		not_assessed	yes	no			usable	metadata_unavailable
MA0611.3	Dux		not_assessed	yes	no			usable	metadata_unavailable
MA0612.1	EMX1		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0612.2	EMX1		not_assessed	yes	no			usable	metadata_unavailable
MA0612.3	EMX1		not_assessed	yes	no			usable	metadata_unavailable
MA0613.1	FOXG1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0614.1	Foxj2		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0615.1	Gmeb1		not_assessed	yes	yes	homologous	close_homolog	usable	metadata_unavailable
MA0615.2	Gmeb1		not_assessed	yes	no			usable	metadata_unavailable
MA0616.1	Hes2		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0616.2	HES2		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0616.3	HES2		not_assessed	yes	no			usable	metadata_unavailable
MA0618.1	LBX1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0618.2	LBX1		not_assessed	yes	no			usable	metadata_unavailable
MA0619.1	LIN54		not_assessed	yes	yes	homologous	close_homolog	usable	metadata_unavailable
MA0619.2	LIN54		not_assessed	yes	no			usable	metadata_unavailable
MA0620.1	Mitf		not_assessed	yes	yes	homologous	close_homolog	usable	metadata_unavailable
MA0620.2	MITF		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0620.3	MITF		not_assessed	yes	no			usable	metadata_unavailable
MA0620.4	MITF		not_assessed	yes	no			usable	metadata_unavailable
MA0621.1	mix-a		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0621.2	mix-a		not_assessed	yes	no			usable	metadata_unavailable
MA0622.1	Mlxip		not_assessed	yes	yes	homologous	close_homolog	usable	metadata_unavailable
MA0622.2	Mlxip		not_assessed	yes	no			usable	metadata_unavailable
MA0623.1	Neurog1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0623.2	NEUROG1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0624.1	NFATC1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0624.2	Nfatc1		not_assessed	yes	no			usable	metadata_unavailable
MA0624.3	Nfatc1		not_assessed	yes	no			usable	metadata_unavailable
MA0625.1	NFATC3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0625.2	NFATC3		not_assessed	yes	no			usable	metadata_unavailable
MA0625.3	NFATC3		not_assessed	yes	no			usable	metadata_unavailable
MA0626.1	Npas2		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0626.2	Npas2		not_assessed	yes	no			usable	metadata_unavailable
MA0627.1	Pou2f3		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0627.2	POU2F3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0627.3	POU2F3		not_assessed	yes	no			usable	metadata_unavailable
MA0628.1	POU6F1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0628.2	POU6F1		not_assessed	yes	no			usable	metadata_unavailable
MA0629.1	Rhox11		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0629.2	Rhox11		not_assessed	yes	no			usable	metadata_unavailable
MA0630.1	SHOX		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0630.2	SHOX		not_assessed	yes	no			usable	metadata_unavailable
MA0631.1	Six3		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0631.2	Six3		not_assessed	yes	no			usable	metadata_unavailable
MA0632.1	Tcfl5		not_assessed	yes	no			usable	metadata_unavailable
MA0632.2	TCFL5		not_assessed	yes	yes	identical	direct_or_identical	usable	metadata_unavailable
MA0632.3	TCFL5		not_assessed	yes	no			usable	metadata_unavailable
MA0633.1	Twist2		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0633.2	Twist2		not_assessed	yes	no			usable	metadata_unavailable
MA0633.3	Twist2		not_assessed	yes	no			usable	metadata_unavailable
MA0634.1	ALX3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0634.2	ALX3		not_assessed	yes	no			usable	metadata_unavailable
MA0635.1	BARHL2		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0635.2	BARHL2		not_assessed	yes	no			usable	metadata_unavailable
MA0636.1	BHLHE41		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0638.1	CREB3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0638.2	CREB3		not_assessed	yes	no			usable	metadata_unavailable
MA0639.1	DBP		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0639.2	DBP		not_assessed	yes	no			usable	metadata_unavailable
MA0640.1	ELF3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0640.2	ELF3		not_assessed	yes	no			usable	metadata_unavailable
MA0640.3	ELF3		not_assessed	yes	no			usable	metadata_unavailable
MA0641.1	ELF4		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0642.1	EN2		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0642.2	EN2		not_assessed	yes	no			usable	metadata_unavailable
MA0642.3	EN2		not_assessed	yes	no			usable	metadata_unavailable
MA0643.1	Esrrg		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0643.2	Esrrg		not_assessed	yes	no			usable	metadata_unavailable
MA0644.1	ESX1		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0644.2	ESX1		not_assessed	yes	no			usable	metadata_unavailable
MA0644.3	ESX1		not_assessed	yes	no			usable	metadata_unavailable
MA0645.1	ETV6		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0645.2	ETV6		not_assessed	yes	no			usable	metadata_unavailable
MA0646.1	GCM1		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0646.2	GCM1		not_assessed	yes	no			usable	metadata_unavailable
MA0647.1	GRHL1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0647.2	GRHL1		not_assessed	yes	no			usable	metadata_unavailable
MA0648.1	GSC		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0648.2	GSC		not_assessed	yes	no			usable	metadata_unavailable
MA0649.1	HEY2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0649.2	HEY2		not_assessed	yes	no			usable	metadata_unavailable
MA0650.1	HOXA13		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0650.2	HOXA13		not_assessed	yes	no			usable	metadata_unavailable
MA0650.3	Hoxa13		not_assessed	yes	no			usable	metadata_unavailable
MA0650.4	Hoxa13		not_assessed	yes	no			usable	metadata_unavailable
MA0651.1	HOXC11		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0651.2	HOXC11		not_assessed	yes	no			usable	metadata_unavailable
MA0651.3	HOXC11		not_assessed	yes	no			usable	metadata_unavailable
MA0652.1	IRF8		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0652.2	IRF8		not_assessed	yes	no			usable	metadata_unavailable
MA0653.1	IRF9		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0654.1	ISX		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0654.2	ISX		not_assessed	yes	no			usable	metadata_unavailable
MA0655.1	JDP2		not_assessed	yes	yes	identical	direct_or_identical	usable	metadata_unavailable
MA0656.1	JDP2		not_assessed	yes	no			usable	metadata_unavailable
MA0656.2	JDP2		not_assessed	yes	no			usable	metadata_unavailable
MA0657.1	KLF13		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0657.2	KLF13		not_assessed	yes	no			usable	metadata_unavailable
MA0658.1	LHX6		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0658.2	LHX6		not_assessed	yes	no			usable	metadata_unavailable
MA0659.1	MAFG		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0659.2	MAFG		not_assessed	yes	no			usable	metadata_unavailable
MA0659.3	Mafg		not_assessed	yes	no			usable	metadata_unavailable
MA0659.4	Mafg		not_assessed	yes	no			usable	metadata_unavailable
MA0660.1	MEF2B		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0661.1	MEOX1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0661.2	MEOX1		not_assessed	yes	no			usable	metadata_unavailable
MA0662.1	MIXL1		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0662.2	MIXL1		not_assessed	yes	no			usable	metadata_unavailable
MA0663.1	MLX		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
